8536015200,心动百分百 | 甜度100%的浪漫恋曲,夏天的树影和微风都好让人心动 落日被无限拉长 暮色四合 晚霞渐起 月亮东升西落 心动只在一瞬间,['浪漫'],"[1860729833, 540596246, 2027152634, 1420972645, 2004563430, 441120138, 1893734141, 1890365896, 1874585362, 1496479611, 19550156, 1911720867, 1893956412, 523030132, 456370709, 1875449154, 27338510, 1403250178, 1919793622, 1918916687, 1930142464, 1407951508, 1468191085, 517901535, 1487458012, 1936167315, 1862472601, 2037073262, 1814710748, 1909927733, 1856228682, 1824927085, 1824584848, 1447679292, 1823754173, 1835514122, 1837465070, 1870752617, 1388010218, 1832573621, 1837308841, 1487449148, 1870111645, 1834480414, 1486901239, 1855986613, 1497117608, 1857413029, 1415706220, 2023174938, 1309689297, 1936197195, 1371951, 1930788851, 27804044, 1930142218, 1489257173, 539277639, 1846472125, 1296626095]"
7548176757,西语浪漫订制 | te amo的一百种打开方式,西班牙语一直有“与上帝交流的语言”的说法，听惯了英语情歌，华语流行，不如来听听来自小语种的温柔情话，感受浪漫的别样表达。原来西班牙语也可以如此深情！,['浪漫'],"[480579052, 1893504633, 28870340, 541687481, 1444900735, 1826411822, 1485053522, 1487738856, 36387415, 1464497147, 542345159, 554407023, 17579257, 28638735, 1419191085, 1421488709, 1320542046, 1374583563, 1437715262, 18538630, 1419173998, 1493079917, 29357615, 1834475086, 16682059, 28302966, 22288424, 18755902, 1347133873, 1398657313, 1340519788, 29357605, 1358215298, 1362822038, 2081175, 1499604803, 1359349020, 533392248, 1824104956, 1466799016, 1397596290, 1807978484, 1447679297, 1438760656, 32272183, 1475755173, 561554639, 16682011, 1818582352, 1463045523, 573652969, 1845740012, 28306928, 33252320, 20149487, 472018805, 1318122871, 1459400875, 1835974694, 1454867401, 18538644, 1491096411, 1853767073, 1485760124, 1815829275, 1496017644, 1840387005, 1401854106, 1812074748, 1824870105, 4135580, 16680952, 1454663675, 29357614, 1396312284, 1858050783, 1813555712, 1429589514, 1449947750, 1390822666, 1837803276, 1912988788, 18538629, 442307586, 1461509729, 1439294991, 1859837047, 571553414, 415904374, 1859110814, 1422862407, 1812176476, 1495252225, 1416243053, 1488308067, 1350128946, 1410783383, 1410385910, 1409500744, 1341705384]"
8413118590,爱的箴言 | 婚礼音乐清单,最美的婚礼配最美的歌曲。,['浪漫'],"[35847037, 191084, 190563, 25639331, 2912506, 4108623, 4873340, 191166, 94639, 554191751, 400579043, 28788849, 28768434, 316167, 456175650, 1323304980, 2411634, 28680438, 26620787, 63876, 29709520, 454711144, 190993, 191015, 27556211, 1293886117, 188071, 1915894400, 28828076, 287752, 2081313, 28111630, 1300647, 770600, 469699266, 307783, 1448422465, 229090]"
8412708810,专属英文浪漫 | 热恋中的欧美情歌,两个人的专属浪漫，藏在可爱日子里翘首以盼的温柔和惊喜。,['浪漫'],"[1903867223, 1835514122, 1382980519, 1460622715, 1491536067, 533455199, 1810072698, 29133024, 424995410, 1876175286, 1334296072, 1077408, 37955044, 482395086, 28566210, 521784134, 1403435714, 411314681, 22821100, 25657277, 1920658259, 439076364, 27556211, 469249441, 1496770948, 1913421961, 554146664, 1336866526, 563999351, 509115925, 1305174455, 1333863852, 544199008, 1356131126, 520588146, 2207042, 1378055568, 866065093, 33728453, 1815892497]"
8413103574,微醺爵士迷情 | 浪漫主义的缠绵情调,微醺浪漫爵士风情。,['浪漫'],"[440411513, 30413662, 17610304, 22753255, 1156466, 632452, 2000100, 1430206235, 19038208, 2326376, 25699018, 315510, 16660836, 2299534, 18214751, 1316636, 18395816, 1594845, 1143304, 2421028, 1080042, 1383916, 29108727, 21153462, 22457502, 436667217, 5022372, 22552888, 22629299, 17344493, 1658974, 1393939423, 1083136, 2639971, 16660840, 280635, 18214761, 22586129, 22516960, 400579059]"
8413169295,粤语情歌 | 爱意是双向奔赴,厚爱无需多言，陪伴是最长情的告白。,['浪漫'],"[475277350, 503504021, 26902923, 383288, 26039327, 64371, 1323302907, 487587183, 38352086, 518646078, 115794, 365922, 27591711, 1404996697, 1842774997, 26034821, 32699985, 25727421, 447926711, 66053, 30482605, 311016, 518863505, 64540, 382870, 28391390, 552469970, 113377, 288075]"
8413223335,情话韵脚 | 不可抗拒的心动rap,夏日炎炎 有rapper真甜 来首超nice的Hip-hop,['浪漫'],"[1492047114, 1448708380, 1906298903, 1414783974, 1876438007, 1465064182, 1428284723, 1490689567, 1418145454, 1833894313, 1865320964, 1342278329, 1841117024, 1869443707, 1388846714, 1863372292, 1916841963, 1338731637, 1499884757, 571758505, 475073085, 1833106566, 76904, 1389177434, 1382289537, 553815236, 1382592811, 1334499416, 474809597, 1370153279, 536623272, 1434065517, 439138704, 1333345621, 866053503, 1327824730, 439665556, 1948572170, 1358202573, 1412022124]"
8413209442,男女情歌对唱 | 对唱间的怦然心动,用最浪漫的副歌，你也轻轻的附和。,['浪漫'],"[1856643566, 157087, 94565, 276262, 188278, 862098753, 5257142, 108468, 308413, 259116, 215678, 263719, 5257149, 188583, 82301, 497131714, 28638579, 188657, 110814, 5241677, 214025, 188549, 399552101, 157090, 189800, 1391487676, 1329542143, 112064, 211392, 5257143, 113342, 276999, 112576, 5268265, 35831119, 243908, 542121191, 276266, 5248933, 120845]"
8413333638,浪漫爵士情调 | 用音符把你灌醉,爵士是浪漫尽头。,['浪漫'],"[30413662, 22516960, 18214761, 1594845, 16738814, 1983688962, 1156466, 1211273, 436667217, 21153462, 18214772, 2326376, 22064626, 1864587447, 280635, 16942880, 2299359, 17416985, 1251700, 22093983, 18920089, 17344493, 17957470, 2299534, 18214751, 16660836, 2421028, 1475473, 2299355, 2326364, 633007, 21693110, 18395816, 1227390, 16660840, 2776951, 21693105, 5193021]"
8413136304,甜系华语说唱 | 粉色苏打味的Flow,超甜的情话只想对你说。,['浪漫'],"[1414782719, 1475073518, 1490148924, 1815387597, 1906298903, 1488331245, 1922296918, 1876438007, 1499045875, 1492305104, 1414095194, 1859621328, 1939898238, 1818081648, 1342278329, 1423974072, 1909082617, 1447966613, 1406743782, 1462875616, 1309833126, 1411157152, 864100958, 532601703, 1382592811, 1467679131, 1960619633, 446627373, 1339962729, 1403756319, 1460682463, 1382622836, 1454242523, 1401894212, 543987768, 1441758494, 458943753, 1833106566, 1423055329, 1967273681]"
