8596518203,助眠小提琴 | 好好睡觉是人生重启键,不管夜是阴晴还是圆缺 梦是咫尺还是天涯 闭上眼盖上被子做个美梦 明天的是事就交给明天吧,['古典'],"[1426850330, 1890001338, 1922558126, 406730898, 1500390405, 30590078, 2003629290, 1963404328, 1381451, 32681391, 2112499, 2123203, 122631, 502836641, 1990481, 5105964, 22469017, 1454445314, 1604798, 1058051, 465062753, 2583499, 22494729, 22494653, 540583885, 1422975810, 1060781, 1604784, 32712154, 1845371702, 540857840, 1861821955, 24453796, 25954843, 25480736, 22526039, 27866759, 471995301, 1921474987, 405372996, 25861070, 22209131, 122642, 1270675, 25901698, 440310763, 1294517, 28592757, 28357886, 20801201, 464743142, 5168414, 5180734, 16409470, 25234215, 22501584, 32691808, 1400070914, 1220315, 25954641]"
8640522202,深度阅读时间 | 沉浸在文字与古典的曼妙时光,在书中领略作者的人生态度 感受灵巧妙用的文字魅力 在音乐里 聆听山川河流般声生不息的旋律,['古典'],"[1977821309, 5192827, 2063757820, 409374953, 2026783753, 2031004956, 1987481030, 1973876332, 1981218514, 1902437348, 2024241929, 865769073, 1956713124, 1329612777, 1296828494, 1145396, 477745671, 1344353815, 25480736, 465399136, 5132752, 2079533104, 25861070, 2082328629, 465492364, 1991480304, 1381137696, 1370383685, 1063472, 504329461, 2020510485, 26003269, 5188837, 401814678, 5059351, 5164971, 29087753, 1282161, 5194933, 1887916941, 36226134, 26818408, 534993517, 29953555, 27682863, 536234279, 1390403816, 1060910, 27200546, 1985886022, 563301985, 403831660, 559876599, 573041310, 439037515, 862585445, 536581799, 1643537, 26928685, 1004681]"
8714044205,元气上班路 | 一键清空上班烦恼 打起精神来,让钢琴曲的旋律带你遨游在上班路上 每一键都轻轻抚慰日常的匆忙与压力 陪伴你穿梭在城市地铁车厢,['古典'],"[1458530, 402001916, 1068187, 304791, 1816703784, 1145530, 26203838, 27553479, 27553465, 538061049, 451502134, 558886688, 1966100056, 1933175402, 473317613, 2054154323, 1220826, 16254446, 465492901, 22229812, 27471615, 1415249, 29803725, 550190103, 1699535, 1311762060, 485595358, 465097349, 667181, 540583885, 3034049, 531197431, 30031809, 1415529, 1860315719, 862636018, 5189655, 28244644, 1366289591, 22526663, 440310641, 1408104856, 1806000242, 465633497, 1400992468, 5132756, 465203927, 465393996, 36226206, 547690412, 1213358, 465058718, 558359557, 1494989155, 1361232642, 1458767, 27256856, 470688240, 1859866661, 1926751585]"
8803553201,雨后轻小调 | 古典乐的伞下浪漫情怀,古典乐的柔和旋律 如一双温暖的手 让美妙的音符穿越时间和空间 陪伴在这个雨天渐行渐远的旅途中前行,['古典'],"[1458558, 1773393, 1458530, 2703932, 1816703784, 27553479, 1883330303, 1351917745, 41554978, 20768920, 26039565, 36569778, 1809109538, 504316769, 1956458199, 1220826, 22000521, 31260307, 465492901, 493308106, 406024467, 25769014, 29803759, 36226132, 465058718, 1493066, 1415432, 36909471, 22499272, 27137320, 5057458, 22330988, 1060914, 5168407, 1618731, 565682047, 17551585, 5189143, 467354619, 1814750973, 1933321558, 21503920, 465008565, 1300248716, 5165396, 5168393, 3318133, 22571293, 5164992, 16261434, 28249743, 5168372, 1415438, 1063472, 22484076, 1604728, 25730950, 1415447, 1415512, 29950236]"
6994342878,雨天Classical | 伴随蒙蒙雨天 感受流动旋律,看着窗外的雨点 窝在沙发上 在雨声和古典的温柔旋律中静静地享受此刻的静谧,['古典'],"[464743664, 465203144, 26875205, 1362486863, 403767903, 864312516, 32707424, 465842082, 1351904415, 1908463401, 18579412, 401621232, 558390968, 493408363, 22000530, 864437123, 464917093, 1462508861, 1298273335, 22006119, 564998347, 2006564353, 566295658, 1437410449, 485690491, 865279051, 567270623, 440310345, 862688027, 1824882071, 20769122, 562681881, 1450775841, 415739106, 567663287, 1512324, 574434260, 574348995, 1444583134, 538404812, 1870105015, 561353949, 1347653142, 558394315, 1343378678, 564596807, 1931839023, 34696140, 1985886022, 565154573, 1063472, 27200546, 22006156, 27071079, 1057693, 465119329, 26928685, 27682855, 554940143, 570116069]"
8728074202,来场秋游吧 | 初秋的风和古典乐吹散烦恼,当金黄的落叶与微凉的秋风交织在一起 古典音乐的旋律将为你增添一抹别样的情调,['古典'],"[1415432, 667181, 1933175402, 472861235, 465058956, 36909471, 464925534, 39324895, 1987481963, 568861009, 2063757820, 22499272, 28838007, 27536608, 2039118136, 1370383685, 1813752939, 1368536594, 1329612777, 1965805849, 1326244475, 22501584, 28908902, 1358165977, 564918035, 22618513, 36731117, 22229812, 1500349677, 572222245, 1300248716, 27315104, 2704036, 1919979524, 27471628, 22474724, 30245739, 27866755, 1361232642, 1294738030, 28744683, 22366606, 27471619, 32712781, 114295, 29803725, 27299810, 1040048, 27069717, 552400708, 29087744, 25525186, 1915016079, 1494989155, 28705001, 22468423, 514916212, 36215256, 465058718, 566313525]"
6668232116,忧郁古典主义 | 在新与旧的交错时空徜徉,古典忧郁主义，沉溺于其中，饱含情绪与幻想。今天的心情，是悲伤的柔板，是落寞的暗调。,['古典'],"[16261390, 17933792, 2185855, 28838097, 3541092, 3301973, 22603039, 20952202, 28344481, 1415464638, 5029858, 3301985, 34766086, 1004124, 25234287, 1294721, 1312856355, 26483496, 4394431, 1948669123, 442458859, 2083339, 24913038, 22716243, 17933790, 1449426565, 465139203, 1003945, 5029862, 25525187]"
8755597204,Fun肆游 | 水浪的律动是古典的节奏,古典乐像是在水中律动的舞蹈 优雅的音乐与游泳的流畅完美契合 感受音乐的激荡带来的无尽愉悦,['古典'],"[2032997513, 37993097, 1458530, 29539598, 2003629205, 1918540910, 1814275192, 1992686636, 1967056554, 1936178993, 2034111116, 472822564, 2704036, 26294503, 1413323451, 465038766, 1977858915, 1486040708, 1408121835, 1361232642, 483773958, 465492901, 464925480, 465393996, 467354619, 1773393, 28908892, 25954841, 4430008, 465815310, 2123686, 1458776, 28233384, 26205669, 465079511, 22256853, 25200326, 473331949, 473357736, 22340781, 1298693273, 27536578, 41554983, 27574377, 2541563, 27682623, 24176995, 25769362, 2541569, 32694153, 465515526, 27200541, 25938274, 28059591, 5180969, 406347386, 1323617324, 472966477, 1585937, 1940909513]"
8597656200,沙发钢琴曲 | 让古典乐卸下你的疲倦,拒绝持续疲倦 从躺下的那一刻起 开启纯享模式 享受自我 享受音乐 享受整个世界,['古典'],"[1479440279, 464795039, 29803759, 22490932, 465399136, 1298591506, 1992667941, 1478610006, 504316769, 2048094919, 1974793250, 504329461, 27708297, 1983167260, 1814750059, 32696188, 503059083, 22336902, 1320081363, 22226918, 27071101, 1282161, 34923877, 26012231, 472910745, 2032255071, 342047, 1323576388, 1570941, 1982656605, 1337167221, 1643537, 18019544, 562619767, 563433563, 26965597, 26875197, 5188837, 22532216, 1815901244, 401814678, 16832773, 28249737, 1981218514, 551768290, 1357762002, 467354702, 2061225975, 27682855, 2026191519, 1812417378, 26818408, 5299097, 27553465, 5059351, 1337484434, 534993517, 1060910, 2050022373, 562308294]"
8713032203,开学第一课 | 钢琴旋律伴你再次整装出发,无论是朝气蓬勃的清晨 还是深夜的自习时光 让这些琴声伴你踏上新的旅途 再次整装出发,['古典'],"[1068166, 519342432, 1987481030, 5164971, 2039118136, 1407919489, 26861155, 1968968178, 1338915855, 2024241929, 1902437348, 1351917745, 2031921545, 1881075215, 403651507, 546227250, 403756130, 1384196611, 542690089, 405563208, 1469565879, 1294782372, 18001009, 33911583, 27682856, 27200546, 534993511, 26928685, 1643537, 1396841585, 1870105015, 32681849, 1815901244, 504329718, 29245756, 1004681, 862585445, 465376642, 26818408, 1352787922, 566295658, 1068244, 401814678, 533316556, 2039974955, 1337484434, 27834711, 27071101, 1323576388, 504316769, 21183789, 536581799, 562308294, 26003269, 1302505883, 27071059, 25954386, 32696192, 29953555, 1478610006]"
