2702575422,生活还是有个喜欢的人才有意思.,就在这一年 我突然爱上了自由 往年里我都在爱人 .,"['思念', '怀旧', '感动', '感动']","[1913206466, 1961566389, 2024225492, 507364094, 1363553440, 2093526245, 447926067, 306664, 1981557398, 31445554, 1969610050, 2022196813, 1998898982, 2060966085, 2041799838, 41462017, 1407551413, 436346833, 27646199, 27646205, 378373, 1309814115, 1895330088, 447926063, 66842, 1463165983, 1296833312, 429459947, 553755659, 416892296, 2068782498, 156284, 32507038, 30431367, 288075, 38576323, 1970331106, 2103368325, 233931, 65800, 1814119049, 865632948, 234064, 1344897943, 518725853, 1896178567, 1964850580, 156374, 2055864684, 174944, 1950343972, 1891431677, 35847037, 1336789644, 26429060, 32701152, 31654343, 436514312, 29567193, 1351615757, 1951671063, 86943, 2049512697, 27731176, 27678655, 533259686, 1340400068, 1454004683, 167873, 1979417838, 174956, 254285, 1334295185, 165364, 518686034, 26145111, 2020562992, 1986771025, 27955654, 1397345903, 1462400072, 26145112, 65528, 421423808, 30903117, 67422, 566436427, 346075, 479598964, 1356350562, 1371780785, 133998, 1331819951, 1954830032, 545413103, 36024442, 2013101914, 346089, 1406809993, 86363, 86360, 165361, 26117675, 26609877, 255574, 1974443814, 1387581250, 481632977, 1500157594, 1415835013, 1399112376, 1396940451, 1405283464, 1317542136, 1299550532, 488532353, 287035, 30612793, 412911436, 36024806, 558245993, 1408795316, 29774171, 247936, 108931, 554241732, 28285910, 419375250, 534542079, 108485, 1863623907, 234014, 29393644, 211238, 346576, 1363205817, 347230, 167827, 1870185449, 496370620, 421423806, 28219175, 86369, 65536, 208891, 1807799505, 1887917182, 1482494784, 1403318151, 488249475, 1867217766, 1878225963, 1803936748, 1349292048, 487885426, 27511488, 65766, 86030, 1454415688, 475479888, 864498975, 486111543, 208958, 208902, 1432968475, 1330348068, 1453972194, 1489064589, 417595727, 157288, 26305527, 1336497488, 1441758494, 522943592, 1424220262, 1395222212, 465921195, 1481164987]"
863830253,如果我们不曾相遇——五月天❤,"而我的 自传里 曾经有你，没有遗憾的诗句，诗句里 充满感激。 ❤
总有一首五月天的歌可以表达你的心情❤","['华语', '流行', '感动', '感动']","[2033081953, 2058957078, 2056979312, 2033080137, 2033080140, 2033081955, 385554, 385821, 422094253, 417953659, 385556, 28181127, 1806926690, 32019452, 553310243, 1407741544, 28181110, 386187, 426881143, 533455561, 386189, 422104138, 22198025, 385894, 385544, 28181109, 2008202858, 1383023894, 1932572890, 59867, 454924321, 22198023, 385791, 385781, 386927, 385818, 1415642779, 386538, 386175, 385973, 25794008, 386691, 386469, 541511123, 386936, 386040, 26608581, 386181, 543798371, 386425, 385984, 386697, 386717, 386931, 386545, 386482, 386070, 386700, 187283, 386948, 385965, 386542, 386445, 28181103, 385967, 385909, 386461, 386842, 386185, 386485, 385793, 28181120, 385809]"
8823020304,华语励志｜只需盛放，我自有光,"云霞映着落日，天边酡红如醉，衬托着渐深的暮色，晚风带着秋日的凉意，随着暮色层林浸染，片片落叶随风飘舞，一种说不出的凄楚之美，在我心中油然升起。

远方 一丝灯火 照亮远方的心 火似心 一跳一跳 远方的人 想着远方的灯 却见不到远方 灯照亮 远方的路 不见远方的人 远方的人在行走 走在远方的路 却不见思念的灯","['华语', '流行', '感动', '感动']","[2005250226, 5239544, 1468115100, 1368371706, 28285910, 1377544581, 108406, 1360465542, 2049512697, 2019573476, 2041799838, 1851344107, 1980994456, 554242032, 500665346, 1492049185, 2089977009, 2052441038, 2081845934, 108138, 1369998432, 1979417838, 5235179, 1807381939, 4876355, 1376142151, 1479003964, 1500788926, 518725853, 287057, 1943043408, 491943068, 1336856777, 287083, 1487528112, 150617, 426027304, 347230, 1896178370, 862100828, 554241732, 1400256289, 36392029, 1903149553, 449577636, 355992, 287280, 25706282, 28815250, 168091, 5279696, 307003, 346576, 26619367, 347597, 386175, 115502, 25638273, 408332757, 25640392, 25794009, 22200079, 440241201]"
2182237160,黄伟文 | 咬着唇穿婚纱上路，余生请你指教,"人人心里都有一首黄伟文
你是哪一首

——————————————————————

咬着唇边穿起婚纱上路，余生请你指教《咬唇》

被世界遗弃不可怕，喜欢你有时还可怕《垃圾》

如果喜欢你是笑话，你都有开心过60秒吗《一句到尾》

从前共你促膝把酒，倾通宵都不够 ，我有痛快过你有没有《最佳损友》

我将毕生威武放低，做块阶砖给你垫底。《犯贱》

也许喜欢怀念你，多于看见你 ，我也许喜欢想象你，多于得到你《怀念》

最近睡得很坏，最好你搬过来《自然醒》

纵使相见已是路人茫茫，这生恐怕会念念你不放《念念不忘》

谁都心酸过,哪个没有《葡萄成熟时》

我也希望被怜爱，但自愿扮作英雄去保护你。《勇》

要是回去没有止痛药水，拿来长岛冰茶换我半晚安睡《可惜我是水瓶座》

过去十八岁没戴表，不过有时间《陀飞轮》

美景良辰未细赏，我已为你着凉《北极光》

我也笑我原来是个天生的野孩子，连没有幸福都不介意《野孩子》

人人都怕难怕倦，怕扑空，全球得我未死心，没有放松。一直相信，所以一直给你写信《奇洛李维斯回信》

谈情十年未晚不怕等，渡日如年仍觉得兴奋，若最后能溶化你，何用心急手震《炼金术》

大概今生有些事，是提早都不可以明白其妙处。《苦瓜》

他那天说我眼睛很会笑。那十秒，大概灵魂已卖掉。《破相》

……
《黄色大门》《末日》《最好的债》等等还有好多我超爱的歌没有版权，心塞塞","['粤语', '流行', '感动', '感动']","[317000, 316498, 532711207, 316654, 316405, 316486, 316670, 316648, 316783, 316517, 317219, 317026, 316725, 65800, 65234, 66297, 64561, 65225, 65900, 65904, 64550, 64922, 66285, 64293, 64886, 27867449, 64638, 65758, 64833, 66291, 65867, 27867448, 64625, 65467, 5418001, 1810013330, 28528403, 287284, 573168769, 286771, 1498271589, 287737, 286737, 27867503, 40140668, 40140635, 29829667, 382844, 1897932189, 382870, 453268145, 330721, 330566, 94653, 1345693072, 27867470, 94714, 27713951, 25643032, 27867489, 86920, 94656, 32785335, 40140655, 255514, 1452132768, 307024, 1808725510, 307115, 306880, 307015, 32192072, 28068308, 307123, 1484730187, 94751, 27867444, 27907601, 94733, 27867440, 135184, 1380100493, 213791, 213673, 94540, 27867472, 27867473, 330683, 94639, 64006, 64274, 64386, 63895, 27867435, 1392925633, 417833029, 108277, 417250908, 28038062, 484805927, 94724, 27867428, 308299, 308169, 308358, 308413, 191560, 94682, 34916656, 1480168863, 300066, 300160, 299920, 300262, 1965085154, 135355, 33471531, 135334, 464293403, 94644, 28095505, 31654343, 29710981, 188254, 65198, 94219, 428375722, 28665058, 36861903, 27867479, 277421]"
7010839508,一起听歌就是共享心跳,"一起听歌就是共享心跳
一起听歌的人都很重要
要和重要的人共享心跳

喜欢歌单的就分享给你重要的人吧

封面源自网络","['浪漫', '感动', '流行', '感动']","[2053099516, 2103100087, 1975753397, 2026224214, 2106085015, 1983456716, 1997438791, 1965890511, 1930790961, 1949975568, 1294910435, 1423241987, 1449794966, 109125, 1958654138, 1410794362, 526464145, 1490797319, 557667045, 41657061, 1482867143, 1397490453, 1965671755, 1433025268, 2014803522, 475479888, 28312036, 1486264538, 1922888354, 2006311563, 1571835, 1988532821, 1959667345, 1440570723, 2013742015, 1325897120, 407435011, 420401511, 1903509018, 1837798819, 1304551139, 1401161473, 1303019276, 1371711644, 1456890009, 1887917182, 518904648, 1874972712, 1336871957, 1870532070, 1974391626, 1857228823, 1893736474, 1487811907, 28718313, 139764, 1847975477, 557581862, 1851258433, 1321803047, 1323148445, 1846292840, 1299711624, 1892562874, 1864604336, 1336856864, 1384482575, 1321385420, 1432156509, 1445556953, 30612793, 1403037807, 1353194608, 1807381939, 1490987790, 28403111, 1369649924, 1838505400, 1343701728, 1848190450, 29850683, 489997938, 26387325, 1497588709, 1299563516, 85571, 552650454, 1986324849, 1368704142, 209421, 1492584510, 1815671044, 1397345903, 494642794, 1836033745, 1458896058, 1462787373, 26217171, 1480276021, 1453086724, 1380237816]"
8731274054,粤语 | 经典老歌 久听不厌,我想，我们也许就像一个没有一次项的二次函数，我们在一起的时候是第一个与x轴的交点，而离别的时间长短取决于截距的大小，但我们终将迎来第二个交点。,"['粤语', '流行', '感动', '感动']","[65800, 86030, 1925445655, 2097800381, 2096434876, 2063180564, 2094449615, 212233, 1951671851, 2031987807, 421486605, 346089, 1898044638, 32701152, 1443937011, 346576, 298258, 115162, 455345415, 153784, 86503, 308299, 28949444, 157143, 316686, 191528, 1929370102, 115569, 113610, 255589, 25718007, 156846, 118261, 347705, 27713963, 29723022, 308353, 316486, 29017433, 346069, 445153436, 349892, 329925, 147030, 115502, 25707139, 33471531, 5256046, 376635, 86771, 191171, 211238, 27874938, 66282, 346075, 26608788, 65761, 188175, 1946478416, 65766, 347230, 406089317, 113373, 5256469, 224086, 65588, 347241, 316654, 115431, 1873049720, 347597, 191232, 65769, 28457932, 316756, 254945, 152392, 299981, 152428, 298250, 64886, 94639, 212253, 26608738, 191552, 86849, 5265574, 86943, 1933574319, 188204, 1413623663, 114724, 347126, 122914, 64293, 406475388, 317868, 27867503, 299116, 1931517046, 299090, 64634, 188555, 1981557398, 191166, 191126, 349079]"
5360711302,英文经典 · 岁月淘洗过的悠悠旋律,"时光流转，略带感伤的嗓音至今漫无目的地飘荡在街巷。

昨日重现，经典英文永流传~

封面:泰坦尼克号","['欧美', '经典', '感动', '感动']","[18836716, 16574657, 3986241, 2308499, 19827042, 18003388, 27086088, 406326478, 1343255049, 19292984, 21233924, 1786895, 1300287, 28936355, 16607971, 28292627, 1304931036, 472798114, 22566555, 18801783, 4175444, 405389055, 2309992, 19711382, 17678512, 5077151, 1786869, 490368130, 17271127, 2772113, 2080607, 21274655, 35661155, 2417309, 2530236, 26379197, 17081024, 1217823, 19081575, 1616018, 1491585, 27985196, 17470701, 26470630, 1228804, 16426514, 19154097, 16574656, 22281622, 27976059, 21116721, 28414581, 1494700361, 1478037, 3029019, 1368482389, 18708516, 18803226, 21233933, 2001320, 4340760, 2417211, 20707571, 17910220, 1327995811, 28310428, 4330114, 20707713, 1007635, 445238199, 27200802, 16439857, 2188040, 1807865, 16858400, 18658958, 5053289, 4102682, 17177324, 4173190, 27759600, 2872438, 2526625, 499771342, 27588470, 27918858, 20707398, 3026472, 38592976, 1697653, 25727860, 3026371, 864648190, 25657521, 17271094, 21674656, 17858810, 3405868, 2919622, 5264839, 22215518, 472778408, 18374823, 3819561, 1302062, 1470758324, 2309191, 30953009, 3313653, 25730801, 1649082, 3305969, 22623026, 20707710, 21907712, 29758362, 16431885, 3025202, 1674192]"
2076007963,一个等待五月天版权的歌单,"有没有那么一朵玫瑰
永远不凋谢
永远骄傲和完美，永远不妥协
为何人生最后就像一张纸屑
还不如一片花瓣，曾经鲜艳

有没有那么一张书签
停止那一天
最单纯的笑脸和最美那一年
书包里面装满了蛋糕和汽水
双眼只有无猜和无邪
让我们无法无天

有没有那么一首诗篇
找不到句点
青春永远定居在，我们的岁月
男孩和女孩都有吉他和舞鞋
笑忘人间的苦痛，只有甜美

有没有那么一个明天
重头活一遍
让我再次感受曾挥霍的昨天
无论生存或生活，我都不浪费
不让故事这么到后悔，有谁能听见

——————————————————","['华语', '感动', '流行', '感动']","[386572, 386597, 386163, 385891, 22197007, 385827, 385542, 385561, 385929, 22197005, 28181108, 426881143, 422094254, 422104166, 385913, 2005488219, 422094257, 386711, 385789, 22197001, 386715, 22197008, 386716, 386700, 386040, 385897, 385965, 385967, 28181109, 386846, 386854, 386860, 5275801, 386874, 386191, 386175, 386465, 386443, 386568, 386538, 386542, 386930, 28181103, 386934, 22198023, 386453, 386736, 386473, 28181131, 28181105, 386038, 28181129, 422094253, 2005487364, 386702, 386939, 386177, 22198025, 28181113, 386185, 22197003, 385791, 386173, 386007, 422094256, 386697, 5250651, 386457, 385547, 385809, 385921, 386713, 385917, 386739, 386010, 386942, 386482, 386469, 386425, 386187, 386951, 386179, 386485, 287248, 385793, 386461, 22197014, 386839, 533455561, 385973, 386925, 385970, 28181104, 386691, 22197004, 1407741544, 1383023894, 28181124, 25794008, 386536, 422094252, 22197010, 386591, 32019452, 22197011, 417953658, 386564, 386529, 386183, 386451, 386447, 386449, 386556, 386550, 385887, 28181110, 386247, 2008204010, 386117, 1339725941, 1994447009, 386931, 22198018, 553310243, 386705, 385901, 386848, 385909, 385894, 422104165, 386857, 28181117, 386761, 385925, 386181, 28181106, 386445, 422104138, 386851, 386709, 386195, 385781, 385798, 386936, 385818, 386932, 386189, 386757, 22198024, 28181121, 385905, 422104164, 386694, 386948, 557158211, 422104167, 386560, 386863, 59867, 1806926690, 422094255, 385787, 2008202858, 417953659, 385784, 1932572890, 22196002, 386193, 385824, 385795, 28181107, 22196001]"
2109647755,队长 沈以诚 徐秉龙 厘小白 焦迈奇 罗言,你应该学会用绝对的理智和清醒去压制心里的爱和难受。,"['浪漫', '流行', '感动', '感动']","[2097443877, 2097444843, 2097443876, 2094081707, 2094075270, 2047036140, 2007975568, 1918576268, 1961262000, 2087831835, 2009017157, 2009018926, 2009017158, 2009018927, 2009018928, 2009017159, 2009017160, 2009018929, 2009018930, 2009018931, 1971912772, 1919143155, 1933959424, 1927438231, 462769331, 1310916945, 1378282214, 1422853624, 572471714, 1892330842, 1907766514, 1905378586, 1906282910, 1844449885, 1895330088, 1834078281, 1361386905, 1340272293, 1813786796, 1413401634, 1871543357, 26632097, 1844449887, 1844449886, 1844449888, 1844449889, 1844448538, 1844449890, 1844448536, 1844449891, 1844448537, 1414704336, 1367786419, 1411565616, 1818830930, 1432141836, 1834322795, 1336856449, 1441394765, 1482659719, 1482659694, 1465310744, 1333395577, 1362624611, 488249475, 1381604530, 1411464897, 1363642136, 1333148663, 1494287008, 1494286846, 1494286675, 1479206279, 1479204501, 1479204597, 1479204522, 1479204421, 1479204247, 1453326989, 1479199819, 1476501393, 1466295362, 1472607787, 1468468325, 1468768062, 1400047314, 1456690272, 1441214393, 1436118272, 1397679310, 1427351449, 1397680232, 1397679291, 1407794268, 1397679290, 1406885364, 1404884182, 1397680229, 1397679288, 1397679287, 1397680226, 572042895, 474922552, 1397489326, 544574522, 544571257, 1392122324, 1390484461, 1383742572, 1380262830, 1365221826, 1378670290, 1377372468, 1355927292, 1373236574, 1373225817, 1370047789, 1370788140, 1365393542, 1362281761, 1335350269, 1361997765, 1335545209, 1325896149, 1354629987, 1354728856, 1343756008, 1346105274, 1356499052, 1346104327, 1346093140, 1336856864, 1343369357, 513657702, 1336871144, 1301212183, 1308348956, 1334327077, 1325484613, 1335046101, 1332141870, 1323303739, 1318156992, 1312925223, 426833066, 1306496592, 1301201194, 1299570603, 864172476, 864173225, 864171612, 864170511, 864160711, 864158826, 479598964, 513658814, 513658723, 557399913, 501204130, 524585999, 463423836, 561438803, 425724056, 554241732, 463267450, 537277555, 548066708, 548065638, 552301478, 33525635, 33525634, 406752375, 481194813, 435288399, 515426297, 29414160, 539820204, 407004033, 407004034, 413831989, 440767269, 407032014, 444356507, 504042391, 514761281, 557581095, 486252038, 522510615, 480783619, 546723152, 509932349, 1294899029, 445505374, 461899833, 472117541]"
5090419265,你一定要优秀，去堵住那些悠悠众口,生活不会辜负每一个努力的人，那些转错的弯，那些夜晚的孤独，那些滴下的汗水，都会让你成为独一无二的自己。我们都要悄悄地努力，然后偷偷的蹦出来，让那些看不起你的人吓一大跳，这是你需要做到的事。,"['华语', '流行', '感动', '感动']","[2104959791, 1857630559, 191252, 1841183395, 1805313484, 1901371647, 1842025914, 1368371706, 1861640530, 1449782341, 1924224595, 1943043408, 1850504171, 1457757260, 4872537, 1855487830, 1867936253, 1385646451, 1836034373, 1293886117, 167876, 1854219324, 1852039323, 1854420520, 1851674456, 1854105063, 1843007757, 1842728629, 1887917182, 1841819403, 1851081805, 31168464, 1407551413, 1463165983, 306577, 1416165387, 1300423173, 1843704418, 254485, 1335350269, 25638273, 307109, 1844672620, 1455717202, 283846, 1411358329, 526470685, 1400256289, 1412222520, 569214247, 1462410538, 191268, 1363948882, 1318156992, 1454723856, 574919767, 1848190450, 1454447163, 28606750, 441120217, 1458236816, 1414783972]"
8503996056,0.7x0.8x为何幸福如履薄冰,轻舟已过万重山 你我皆顺利,"['华语', '流行', '感动', '感动']","[2100898803, 2095226748, 2097818637, 1979311146, 1993912412, 1964744491, 1953654112, 2055864684, 1957560926, 1958856851, 1959548380, 1926005004, 1963213974, 1944802405, 1995697336, 1979318019, 2016323659, 1968429904, 1931410909, 2031796212, 2015047009, 1454479718, 1960672246, 2073180552, 1970659836, 2039295463, 1958825391, 1442120421, 1979321380, 1447197941, 2039157171, 1993525055, 1990204536, 1994057212, 2048258324, 1969841315, 1969841316, 2025399012, 1969841968, 1972204929, 1873518697, 1957514977, 1964744004, 2002346125, 1969823206, 2012284243, 1497779613, 2004529768, 1442536285, 1959191280, 1450396701, 1945112054, 1412744709, 1972438020, 1439219762, 1966136857, 1873577252, 1445767376, 1943592909, 1969823070, 1948708162, 1846272603, 1930678485, 1432582566, 2003914431, 1972485313, 1810299654, 1918013068, 1947471351, 1947467490, 1830725991, 2002770358, 1976455877, 1971651539, 2016245945, 1955681767, 1938580175, 1942631553, 2002238475, 2000820134, 2008517752, 1955464015, 1988058307, 1970338296, 1938862336, 1930605629, 1990086349, 1960185159, 1961161601, 1959303514, 1972008463, 1953028750, 1957344271, 1970973216, 1984889268, 1955029675, 1959225989, 1994076616, 1987313041, 1971490891, 1970539602, 2024749148, 1982252170, 1985751948, 1998422533, 1996521416, 1999302858, 2001962823]"
