8901331365,旧歌重听 旧事重提 那旧人也要重爱嘛,爱过一次的人还会再爱第二次嘛,"['00后', '90后', '90后']","[2071935674, 2075919867, 2058598792, 436346833, 2103022928, 1429392677, 2085647962, 2078383612, 2020912651, 2080861627, 1486763122, 2066713227, 2045946501, 2025984099, 2103368322, 2097850669, 2093980140, 2092600180, 1805620091, 2060731920, 2085709355, 1999891217, 2042256453, 421423808]"
8830202317,「华语经典」 | 一人一首成名曲,"制作不易，希望大家多多支持，喜欢的话就收藏起来吧～
谢谢大家","['华语', '90后', '流行', '90后']","[89770, 115391, 110184, 190449, 4875987, 116869, 194769, 346089, 115162, 210842, 349079, 66842, 68075, 144619, 190072, 235690, 330706, 173819, 1298392106, 135713, 387764, 256469, 254485, 254574, 188204, 190381, 5280037, 93213, 104527, 1408431489, 5243631, 1826178750, 94576, 189986, 192159, 287749, 108587, 240515, 163123, 276269, 263720, 390345, 194885, 363488, 1298398227, 280731, 150430, 186345, 212233, 167975, 5232552, 191819, 176999, 114741, 1888076998, 485992506, 329994, 318317, 1931542750, 66525, 256621, 168959, 317396, 440403836, 151606, 1953017440, 298880, 113075, 280266, 158924, 307198, 187993, 169632, 376417, 1987061491, 1320601301, 333662, 156772, 77211, 108589, 135848, 1953155446, 77131, 1929370102]"
621892368,微笑Pasta/微笑百事达 OST&BGM,"“只要笑一笑 没什么事情过不了！”

上映日期：2006年7月16日—2006年11月5日

刚好小学毕业那个暑假看的剧
承包我整个夏天的时光～
喜欢成晓诗一直积极面对 努力向上
小时候羡慕何群成晓诗的爱情
另外觉得阿哲学长也很帅吖
特别喜欢张栋梁的声音 太好听了！

一部特别温暖的剧 希望小伙伴们无论遇到什么 想想 只要笑一笑 没什么事情过不了～
生活处处充满希望^^

2020. 4 又在重刷哈哈哈
第一集何群的痛彻心扉 心动好听

2023. 9 大明星何群的披荆斩棘之旅加油呀！
看初舞台有点恍惚 何群回来了欸～","['影视原声', '90后', '90后']","[454828914, 4874568, 1480378513, 191730, 4874556, 4874567, 4874558, 1480380028, 4874563, 191708, 4874562, 4874557, 4874560, 4874561, 4874564, 4874565, 4874566, 2076708574, 1901425753, 4874559, 1953792783, 2006007090, 1936064133]"
2543981093,破釜沉舟（17年的夏天）,上学的第一天就在为高考做淮备，谈恋爱的第一天就在为结婚做准备，工作的第一天就在为买房做准备。如果任何一个环节出了问题，结论就是“这么多年的书白读了”“白白在一个人身上浪费青春”“工作了这么多年有什么用”——————功利主义导向的思考方式往往使我们忘却了生命的本质是，一场历程,"['说唱', '流行', '90后', '90后']","[2054091213, 2075605491, 2074440239, 2084366052, 1990833263, 1901049635, 550798509, 1877824463, 1944548896, 1937715600, 1492023926, 2070044061, 2060966085, 1998977072, 1361039119, 1958430831, 1869727930, 2064496480, 2066713227, 1971659843, 491294478, 2060731920, 1956525809, 2002753297, 1868708210, 1967086957, 1391258643, 1924072773, 1992350403, 1907439686, 2054300084, 1472223960, 1994216600, 2063768250, 1970396864, 1936399142, 2054294514, 1336856711, 1951826607, 1840755117, 1992727103, 1897964593, 1433064869, 1481752238, 1917818990, 2013435397, 1921261499, 1907766514, 2025984099, 1482494784, 1872930613, 1410090585, 1970396862, 2015063807, 2023247707, 2024654768, 1986893311, 501208588, 1976864277, 1335715032, 1358848618, 1989408367, 1428396134, 2019537535, 1477144603, 1872131792, 1972130378, 1425371292, 1397345903, 1303289043, 1977849891, 2000381011, 1950027446, 1904572594, 1903876057, 1980472718, 1981008515, 1979974836, 1858204290, 1872024726, 1855124032, 1927412811, 1934251776, 1425421781, 1892972698, 1861386281, 1808319254, 1878259006, 1482635930, 1894316939, 1883223028, 1441200661, 1846238180, 1395222212, 1805892305, 1858696234, 1412264741, 1963040472, 1303273414, 1444156117, 1809843323, 1825987896, 1439905090, 1960732018, 479836980, 1432491214, 862460559, 1863203689, 1955978278, 1948572170, 1338391216, 1497588709, 419375250, 1810711312, 1938102763, 1940058809, 1936310623, 1922888354, 1498628926, 1442537500, 1933327663, 1448337568, 1438623221, 1928162447, 1929386132, 1897117168, 1897117052, 1450843719, 1428815066, 1456890009, 1841002409, 1461706261, 1358202573, 515415822, 1332752193, 1913779917, 1907025488, 1908083436, 1908081374, 1908081370, 1907015530, 1911878824, 1436076578, 1465310744, 1324715258, 1433285800, 1434800877, 36953776, 1496579012, 1818581946, 1489904992, 1886166356, 1487212140, 1879108804, 1847059460, 1842157524, 1852318484, 516400404, 1378898582, 1851303548, 1851308210, 1457329446, 1811408619, 503656412, 1362172651, 461922251, 1337115647, 1819970423, 1833856349, 1482217196, 1374646027, 1368256662, 1806584176, 399340342, 1478408286, 1480378193, 1490148924, 1492121746, 1376512613, 1455539219, 1456661032, 1457069087, 1459627214, 1456238118, 1493255233, 1488796175, 1486387679, 1324735214, 1447967685, 1477843849, 1456238192, 1477851105, 1456238116, 1447966596, 1380601385, 1447967459, 1447967496, 1431666078, 1338637555, 1386079914, 517489978, 1320098238, 1387629757, 1317410545, 1352818807, 1375925621, 1338638320, 1429636092, 1393182183, 1357991043, 1353718304, 1353718305, 1357985449, 1357991046, 1355896807, 1357985446, 1357991044, 1357985454, 1357985450, 1357991045, 1369588040, 1386079854, 531344450, 1419264790, 1415148798, 1347050737, 1411536851, 1416193715, 1329475622, 1414001779, 1365053361, 1413139741, 1413554207, 1412671493, 1410424818, 1408941728, 1408930588, 1407982940, 1406881700, 1405135261, 1367030280, 1410794930, 1404849514, 1327057005, 1386582919, 1378061994, 468877267, 1320100120, 566435267, 1339422595, 1357831544, 501467216, 421563858, 508319311, 465920905, 492998074, 553813030, 521416228, 518959640, 489048074, 1343008883, 527654083, 1362867536, 485859298, 505472843, 1330848857, 516571913, 554244265, 1359554406, 474099732, 1328146041, 1327920339, 1308810045, 1306496663, 1313052961, 1297889374, 426291165, 547914123, 542690276, 481801981, 520459383, 511391907, 538920912, 1310837814, 560385491, 1356147224, 1318721017, 1325896319, 504686979, 1349346923, 1346014075, 436667978, 1306498829, 1306497049, 445154960, 1318695297, 547864334, 504832747, 473509195, 503932484, 536954473, 546801177, 1295291048, 522000140, 865998093, 496107851, 570336496, 528326686]"
2440796550,华语金曲·记事本 | 90后熟悉的音乐记忆,"本歌单整理了九零后成长过程中红极一时的流行（网红）歌曲以及影视剧主题曲，排序尽量区分，但歌曲数量大风格多，很难区分地特别仔细，请歌友们见谅。

致90后：那些你痴迷过的人

中学时期，仿佛“轰”的一下，音乐世界的大门被洞开，我们进入了一个全新的世界。90后的孩子，一定忘不了那时的周杰伦、王力宏、张韶涵、潘玮珀、蔡依林、林俊杰、五月天、FIR、SHE……，也忘不了沉珂、许嵩、本兮、徐良、汪苏泷……他们，是我们青春时期的记忆。那时的他们，都很青涩；那时的歌曲，也没那么纷繁缭乱。我们听着听着，就这么长大了。

走在大街上，到处都在播放《东风破》、《七里香》、《不得不爱》、《江南》……课间休息，话题都是mv里的女主是谁谁谁、谁谁好帅啊，许嵩和周杰伦的歌谁更火。

那时，最流行的莫过于MP3了。但对乡下孩子来说，这个仍然弥足珍贵。哪位同学要是有，便是大家眼里的香饽饽，东西在班里借来借去也是常事。相比之下，复读机、磁带仍是听音乐的主流选择。

此外，课间、午休过后，校广播台的音乐也是每天不可或缺的。一到点儿，教室外面的围栏上密密的趴满了人，就等音乐响起。“窗外的麻雀，在电线杆上多嘴”……听了那么多年，这些歌早已是信手拈来，怎样都不会忘词。他们是我们青春时期的偶像，或许也会是一辈子的偶像。

中学时代，许嵩可谓火遍大江南北，《断桥残雪》，《庐州月》、《清明雨上》、《如果当时》……开始了解许嵩。在他的词里，到处勾勒着江南夜色、小桥屋檐、断桥残雪、远方曲笛、飘零落雪。光是看歌词，脑海里就浮现出一幅悠扬的古风图。","['华语', '流行', '90后', '90后']","[167827, 167876, 165340, 229090, 229072, 210049, 298317, 65528, 65538, 394748, 340394, 85491, 85621, 375762, 375085, 233931, 26562231, 368764, 368757, 110452, 174944, 174956, 344442, 69611, 5265523, 314773, 29922372, 191722, 254017, 306575, 65681, 139808, 139764, 28605055, 165361, 33206214, 97357, 138793, 163123, 254542, 156210, 307606, 354620, 66525, 308780, 30621618, 236333, 357319, 150361, 60394, 354593, 297839, 297845, 151985, 369126, 4875307, 94646, 350909, 375381, 65533, 144619, 254485, 387603, 27678271, 108390, 32685948, 27678655, 375328, 97325, 406737384, 516076896, 156193, 306664, 509512939, 557584888, 297778, 209326, 25713022, 92939, 60008, 185700, 28240142, 513791211, 191819, 394653, 77378, 5257056, 208953, 139357, 385973, 108914, 326719, 63574, 167942, 150430, 25643359, 5282665, 209494, 394685, 297748, 27937429, 326904, 296837, 398341, 1306459977, 26090160, 329125, 330706, 436514312, 306626, 176053, 1383381667, 191187, 191248, 205537, 145607, 37460604, 417250673, 28577370, 32507038, 569200213, 28949444, 274859, 406737437, 1297742772, 31445772, 5270877, 29418062, 350838, 26494698, 145187, 381962, 356487, 381825, 357279, 26172019, 186852, 27698125, 27591444, 28285910, 355992, 30431366, 28381611, 26620756, 27808295, 386844, 26217408, 92235, 31473269, 483671599, 393021, 28700552, 4875908, 95447, 27552544, 25707134, 5250567, 188278, 25707139, 513360721, 5053614, 128669, 408332757, 4874555, 112705, 27552548, 93666, 199766, 29593117, 5263407, 252171, 27571930, 151139, 258235, 166070, 68641, 5271858, 5271860, 66457, 4875519, 166321, 4876973, 4873340, 4874926, 523251118, 424474214, 32619064, 28793502, 28815250, 22854159, 27853752, 26207292, 29932432, 28892231, 316100, 25657364, 114741, 97355, 25643278, 4874932, 306662, 208955, 256441, 287035, 354459, 207254, 395912, 224000, 60263, 287749, 280175, 307679, 190668, 185919, 209121, 208938, 287627, 93465, 254589, 351271, 280922, 209478, 157288, 254638, 307043, 375168, 26619367, 327089, 392907, 4877758, 213358, 330857, 28029112, 145424, 115162, 93492, 68099, 139385, 168091, 190381, 189986, 4878115, 307003, 239188, 4875626, 25706282, 185937, 26082851, 28314060, 5255637, 5267256, 77178, 201485, 201487, 27562927, 387717, 387592, 150337, 354500, 126946, 86369, 393335, 92774, 86363, 351116, 4874264, 95410, 224326, 186345, 169185, 247512, 27591608, 4875987, 5260494, 86357, 4873065, 297587, 135728, 354455, 239682, 95843, 5238240]"
7351964211,2023耳朵怀孕系列合集（持续更新go）,"匆匆忙忙一无所有
为了什么
我好累
喜欢的点个收藏吧

全都好好听，顶一下[亲亲]","['90后', '华语', '流行', '90后']","[1964443044, 1968053454, 2066627406, 2085109692, 2085108018, 1965890511, 1926289846, 1920784999, 208891, 1901371647, 1891469546, 1859245776, 488249475, 1849998058, 1441758494, 1827600686, 1867936253, 1853809171, 1841002409, 1430583016, 1857630559, 1851258433, 1843319489, 1842025914, 1500569811, 518725853, 1492584510, 1860864828, 1846489646, 1824025894, 1463165983, 1826189041, 1840808119, 400876320, 1495058484, 1406649619, 1457707546, 1479045961, 1846419185, 1497588709, 1813864802, 1815105886, 1368754688, 864498975, 1815389717, 1809100933, 1493083969, 1807381939, 1486631924, 1479526505, 207497, 1819857342, 1805371171, 1497799734, 1501715251, 1456393572, 1489342321, 1811921555, 1807537867, 1808492017, 1812225658, 1491221473, 865021614, 1481164987, 1487528112, 1397674264, 1459950258, 1443838552, 1434033136, 523250334, 558071673, 274686, 1471064193, 1459023707, 1460656959, 1456286877, 1467185637, 407450223, 1442508316, 1413585838, 1436709403, 1425626819, 1449406576, 1436910205, 1426649237, 1387581250, 1423241987, 1438865533, 1445761206, 1471813188, 1420075778, 35678875, 298213, 1440443944, 1386460251, 165339, 1426112587, 1389090775, 483937795, 1448533371, 1425814935, 403710393, 1422212205, 569200213, 1398663411, 1413142894, 1363948882, 1364343491, 1449678888, 1460930236, 1401671455, 864647494, 1297742167, 1453086724, 1459928972, 1450574147, 1435449062, 1459232593, 1456443773, 1455965526, 1436076578, 1375640677, 1448183660, 1403318151, 1459678124, 1445670554, 528326686, 1433338551, 402073804, 1453907054, 1377748865, 1460682363, 1365221826, 1297802566, 1346093140, 1443143188, 1448798283, 191254, 1369649924, 1454004683, 1403215687, 1411358329, 1400256289, 569214250, 1407551413, 316686, 493735012, 1412242872, 1386259535, 465921195, 1415829224, 1376873330, 1422992414, 1346104327, 1405283464, 1406642934, 1409329655, 1422992245, 32835565, 208902, 1365898499, 1359356908, 1331819951, 157276, 550138197, 1365393542, 1399112638, 1422989732, 1383927243, 1330348068, 1363205817, 29004400, 1372060183, 1381755293, 1416628288, 441491828, 1411784809, 1313354324, 1369798757, 1336856449, 1334363758, 1385856956, 1334295185, 569213220, 1357999894, 536096151, 569200212, 1417136806, 1412672813, 1336856777, 570340213, 1355896807, 442314990, 1450128299, 1449794966, 29137871, 1382985712, 405599470, 1430850573, 347230, 1454732243, 1427444926, 1296833312, 1451492235, 536099160, 1426959223, 1369034061, 3932159, 451703096, 1406809993, 65766, 1452439191, 1367609755, 1398508295, 415792881, 21157332, 1387183835, 490595927, 133998, 27955654, 316100, 1454730043, 32507038, 1453911130, 1459744130, 458725081, 1380075991, 1397226690, 1404906595, 1424213633, 1358848433, 1356350562, 1297498908, 1357785909, 554241732, 1355147933, 1397345903, 574566207, 1421191995, 536622304, 1412559986, 515453363, 1404511131, 1416378346, 513360721, 1391891631, 1373168742, 1349292048, 1411718813, 31010566, 1408220694, 1397021895, 1376142151, 1356499052, 461347998, 1335350269, 1293886117, 411214279, 1388357890, 1331593956, 1303289043, 1396973729, 1418175693, 496370620, 480580003, 476513774, 28907016, 86369, 406072775, 287035, 31789010, 417859631, 476659144, 1343756008, 1315718569, 412911436, 1374329431, 25727803, 31445772, 1300528275, 423228325, 1384026889, 1418316824, 545350938, 515269424, 1344897943, 1374154676, 1363078221, 1357825630, 26060065, 1336856864, 480426313, 36270426, 139774, 1419095195, 28059417, 452601948, 1338695683, 418602088, 1367452194, 1383201475, 526116053, 517446139, 1384527426, 1396568325, 449818741, 1382423403, 452986458, 1422992406, 1383876635, 1424460791, 1369601580, 483671599, 439121233, 456185577, 436487129, 1387157948, 1328146041, 175072, 421423806, 1414157538, 1301884692, 29009655, 516728102, 406475394, 108138, 1393739628, 1413143982, 30352891, 514761281, 472361236, 571545156, 558290126, 557584888, 36990266, 19542337, 437909145, 512359195, 541687281, 254574, 1336855544, 1316563427, 1375935067, 523251118, 1351520305, 29814898, 1424272069, 445665094, 534542079, 1423123512, 1308818967, 454035505, 489302317, 489970551]"
7062716497,车载音乐U盘 “ 新疆最流行歌曲 ”,新疆流行歌曲，尤其是开车时捧场的Dj与维吾尔流行歌曲，欢迎大家关注,"['欧美', '流行', '90后', '90后']","[1924505162, 2093115650, 2077305406, 2081996338, 2032473171, 1398518512, 2079689338, 1452500056, 1844527567, 2007331043, 1843363194, 1839079084, 1987780625, 2017419813, 1894098188, 2032769826, 1903172420, 1821374769, 1899983984, 516739133, 1830510846, 176430, 533089993, 1467799137, 1434398991, 25795016, 436514179, 1407654227, 1418766729, 1959855277, 1433503444, 1939534695, 1947962425, 1480711696, 1397001358, 1313349330, 1819982926, 1313117219, 1313624804, 1853305085, 1959739387, 1497951016, 1499440415, 1497558520, 1499439607, 1848922869, 61974, 1400031833, 1909314080, 1500887012, 1464833070, 1901359225, 1932972853, 516732347, 516748424, 1467670527, 1450560283, 1926615267, 1349687870, 1474168803, 1804598592, 1476838010, 1327985145, 416890541, 1396613846, 1804622383, 1405777093, 1410507581, 1413368500, 29809446, 27901665, 31645204, 443291690, 532854699, 468819048, 488829453, 472563784, 472574378, 523306409, 527356805, 513597531, 405253962, 1320291075, 416892229, 411988489, 518892024, 1301887965, 533270315, 532498497, 1305408097, 1313698088, 454435756, 1326241694, 562457947, 1394182065, 516737602, 1497597996, 411988491, 454435757, 425136109, 27946688, 1866533022, 1819603502, 1816548646, 1401274271, 1892552300, 1495896649, 1390127979, 1869745004, 1461199983, 1472158881, 1873106804, 1901171127, 1805325246, 1805920022, 1373800099, 1806402867, 1395993213, 1825035505, 1460607714, 1888397052, 1805919788, 1469227198, 29393634, 1501952106, 1848793202, 1852002696, 1466002828, 446875345, 36150593, 1892843169, 1895071356, 1840748656, 1806116850, 1842042795, 1443840990, 1350408575, 1835096760, 1869002857, 1806308883, 1422199329, 1803564567, 1472968085, 1383096942, 517412366, 1809050787, 1416574484, 1390909366, 1424158312, 1497521150, 1467685898, 1824454551]"
8843144095,华语经典｜承载着90后青春回忆的歌曲,"创作不易，喜欢的话就收藏起来吧～
谢谢大家的支持","['华语', '流行', '90后', '90后']","[174944, 97357, 1404884182, 167744, 165361, 190072, 1953017440, 174966, 385965, 165379, 108251, 85491, 385894, 174961, 174964, 189323, 400162317, 385973, 239682, 277759, 25727803, 88926, 167876, 554241732, 236333, 255294, 28387594, 190778, 239188, 163125, 290840, 150651, 188432, 276220, 108493, 108418, 185726, 27646693, 354593, 27867372, 254574, 25640329, 185700, 64317, 354455, 185919, 85580, 65533, 65528, 254485, 209758, 256468, 191252, 254191, 109196, 347355, 139357, 27591608, 27483167, 254422, 276936, 109198, 109528, 254494, 77131, 95843, 150430, 394748, 343502, 167880, 191254, 191060, 191278, 191179, 25641187, 69827, 277382, 185937, 25707139, 65681, 139703, 92305, 247864, 408332757, 210042, 316100, 26599019, 150667, 353066, 37202358, 327736, 327157, 233882, 176605, 229072, 63650, 25795016, 25640392]"
8899710004,90后 | 岁月流情，回味旧日的浪漫故事,"久听不讨厌，你爱的歌 ，值得反复聆听，
热门情歌，收藏你的最爱歌，经典新老歌曲，
每一首歌有你的故事，希望你们，收藏起来!
歌单制作；新疆RaZeL哥
封面来源；网络
歌单更新；每日更新
请注意; 歌单不要模仿
歌单；2023.12.3创建
​勿侵；欢迎收藏，关注 ！","['华语', '流行', '90后', '90后']","[190443, 88393, 113735, 113558, 188591, 152414, 346073, 253924, 212326, 299025, 190380, 152388, 70963, 94560, 88971, 197226, 197524, 318702, 141946, 190548, 187341, 5251245, 192384, 111848, 154544, 190145, 27678509, 171191, 253839, 212347, 28781070, 135497, 157943, 347355, 154416, 25642693, 5251908, 318828, 108909, 25707139, 25707137, 27937457, 171530, 347712, 112701, 192815, 87086, 253190, 186760, 29343372, 28732158, 211238, 212388, 263110, 192587, 69728, 298880, 190360, 188555, 140410, 295472, 259365, 147030, 263720, 253867, 5248928, 192375, 5279395, 153627, 153976, 251675, 115318, 88567, 319544, 158734, 189065, 189987, 5245715, 156860, 328169, 300932, 285209, 347272, 191745, 186995, 212253, 262911, 29343374, 66756, 347703, 152389, 256242, 114990, 116658, 328667, 152394, 186958, 329831, 188475, 87194, 259321, 318527, 299116, 26608783, 212360, 172416, 115633, 354693, 473307553, 118083, 349304, 86784, 114037, 191235, 115095, 263691, 192711, 146551, 300493, 25857737, 234614, 335191, 347705, 66476, 83875, 68071, 28853352, 152266, 349981, 152426, 284083, 354875, 146557, 262944, 32691788, 300192, 212051, 316686, 189140, 5257259, 262764, 94841, 186711, 263636, 243936, 322447, 299352, 64927, 347274, 318648, 212430, 399504041, 158058, 302155, 268240, 188563, 188204, 229285, 120887, 349602, 28095503, 87472, 28095499, 400666820, 169629, 66532, 110646, 28234009, 32701152, 212233, 189714, 5254682, 25707094, 96391, 152290, 97893, 5255702, 171521, 170677, 347729, 330822, 245193, 329218, 156781, 152397, 113755, 265290, 253850, 169299, 4871711, 329647, 329925, 5238696, 88571, 234252, 217328, 66378, 25718007, 187786, 187408, 64274, 383926, 215368, 329696, 89288, 263626, 169107, 316451, 86797, 113552, 153163, 4878120, 113586, 5245694, 5245714, 114311, 89231, 188549, 372832, 196931, 153792, 115499, 103209, 36861904, 100832, 5277093, 190133, 190863, 126062, 235690, 235037, 256325, 186436, 319598, 114825, 113725, 300776, 190429, 152931, 401897086, 116706, 218367, 260109, 188284, 186707, 336527, 299981, 153681, 335595, 112168, 318499, 331931, 347722, 79056, 152433, 28732195, 25639318, 89219, 190267, 212350, 259369, 67570, 28315670, 28186082, 25911420, 152243, 157137, 88827]"
8749172819,8090经典｜我相信你，将不畏世界。,"
你还年轻，你可以成为任何你想成为的人！","['华语', '流行', '90后', '90后']","[77437, 69840, 34167328, 239682, 308208, 94646, 354500, 301464, 1472877668, 343054, 1968781675, 86369, 1997046151, 361493, 169464, 1997805795, 96100, 376312, 233882, 95438, 307780, 212555, 163125, 191668, 198376, 344940, 1975783950, 5239202, 390962, 2065714039, 2003637078, 179765, 180050, 69611, 1826774560, 865907208, 178142, 1924575250, 297587, 1959248037, 140189, 92732, 299449, 369392, 1976842098, 2019941780, 2058621399, 2028386571, 178139, 1364902158, 104241, 1383381667, 369173, 169517, 189688, 1867691350, 240515, 95475, 66525, 236333, 5257437, 138793, 1809365815, 135362, 276220, 4876565, 1849792466, 60394, 151818, 1975754560, 1881350804, 178734, 1969013819, 26600299, 5238772, 60102, 1971834076, 1298442781, 2007861901, 1825293713, 1985534512, 1493994302, 1837238931, 163123, 151931, 109528]"
2510096332,网络最好听最火的流行歌曲(更新最快),"这里整理了全网流行歌曲精选集，百听不厌。
音乐是一杯清茶，润人心脾；
音乐是一片秋叶，撩人乡思；
音乐是一缕阳光，暖人灵魂。","['华语', '流行', '90后', '90后']","[2106481673, 2104658445, 2104683024, 2101517522, 2101566680, 2097821356, 2096551491, 2097155812, 2097101790, 2097923397, 2040008221, 2072648006, 2080995093, 2047454135, 446875114, 2067231437, 2078669525, 2073773504, 1839035984, 2094625221, 2045846669, 425137084, 2090974658, 2030296585, 1996740889, 1962317672, 2085245785, 425136109, 2084053068, 2080625350, 1833624876, 2070423325, 466332567, 2067483064, 2028500065, 2061952638, 2022920019, 2008746306, 1986538904, 1902523224, 2077305406, 447076485, 2031330068, 2035560073, 1987834515, 2016444919, 2023976838, 1497607774, 2029188482, 1425319724, 2093115650, 1956919232, 1953334681, 2022014572, 1939534695, 2084376714, 1959166451, 2012502561, 1993858398, 1982685014, 1837093994, 2003645183, 1939699085, 1867428768, 1497607775, 1891311376, 1928174922, 562476021, 1893097135, 1495896649, 1986354026, 2077782656, 1825035505, 1313672973, 1909954648, 1859147416, 1411848138, 2017028625, 2019383101, 1410018953, 1411842430, 2073039541, 1939787443, 1425322219, 2060224285, 1443309396, 562457947, 558229954, 562463668, 2057837331, 1871232343, 1459534643, 1811679056, 1423316655, 2045830618, 1406277357, 2042848649, 2039629482, 2034472731, 1452798124, 1975972025, 1459317799, 1995468876, 2028119699, 1996136299, 2024008258, 2013058347, 1994919294, 1410021481, 1433228164, 1410833098, 1880909462, 1928305385, 1884020859, 1984807296, 2026224214, 1895243053, 2003461208, 1996686226, 2079689338, 2046159923, 2049512697, 1893138818, 2051751004, 2034657715, 1472794688, 1398084972, 1922661400, 1841884017, 2048584480, 2031835136, 1886192269, 1965718855, 1436099140, 1998168054, 1925413632, 1423232357, 1922657249, 1928456972, 2042630564, 1392161228, 1965537576, 1863485214, 1903546795, 1852326001, 1370047789, 2035374710, 17263308, 1878597955, 1856326960, 1917328742, 1942011218, 1907241392, 1891469546, 1901371647, 1944307179, 1998339144, 1446520313, 1470175556, 1411774791, 1944487856, 1902198994, 539114775, 2035212204, 1851949560, 454435058, 1996312116, 1403318151, 2054294510, 2008586924, 1814378900, 2023797552, 1985950816, 2050733897, 1891085840, 1852305198, 28727136, 475479888, 1841583084, 362996, 1430693066, 1448554643, 1450464206, 1444466779, 1806341232, 1864638464, 1456520209, 405253960, 2072562543, 1408971345, 1408971344, 1423974259, 1423323050, 531479092, 1305408842, 1410192318, 1931943638, 1391274529, 1316498184, 1804622383, 2035540065, 1931412350, 1413335916, 1938931363, 1922609858, 1961499952, 1807172290, 516748424, 1920497009, 1816801950, 2025785587, 1884020658, 1947962425, 2085308306, 1499596185, 527709264, 1433272107]"
