2569590371,DJ万万岁（车载精选）,一入电音深似海，从此抖腿不会改。,"['电子', '驾车', '运动', '电子']","[1937482779, 1902022583, 1867155226, 1910994242, 1883571439, 2086440945, 1980814272, 2048852608, 1868273045, 25862810, 2058688293, 1977421269, 1335244546, 2021317887, 1990797010, 1940057567, 29498727, 1906097071, 1927476546, 1895997113, 1855222295, 1939799064, 1904128480, 1853019016, 1808595159, 2029619292, 1860142376, 1948083890, 1969098089, 1981327161, 1854105385, 2017411756, 1849778243, 1991012825, 1414765912, 480426459, 1998721795, 1348770762, 1467546293, 1923560, 1979318041, 1958705330, 1369709785, 1317424764, 1403505185, 27082400, 1328910929, 399410455, 546963482, 1867752709, 1933658785, 1449935588, 410802611, 36921285, 1377642003, 514548356, 1828776631, 496871009, 32035600, 1406794620, 414980218, 34922517, 4341314, 1895130862, 1836825812, 31654825, 1320544645, 1399891888, 538470558, 1437031748, 1432632388, 1826990513, 447076645, 1391441095, 460043667, 406072775, 34999489, 1394731586, 1334717237, 1435296613, 1847715012, 35301131, 506726178, 414979759, 1362603770, 1413362292, 488359748, 1328428886, 1449654244, 1809328794, 1426733801, 1385408332, 1334363199, 1313652128, 1464806480, 1439046731, 1336856186, 1325896666, 1356248942, 1433448874, 1393789519, 475463503, 27908671, 399367137, 35617893, 1333186383, 34578066, 1377530437, 1384309988, 478419032, 552145020, 1397021895, 1313033482, 1407640126, 514055266, 1436448335, 410042908, 26907013, 452804131, 1397148900, 1398241685, 863967331, 33361634, 1331996746, 505668158, 497616880, 495311013, 28937971, 419646988, 31517427, 1330769879, 487387212, 34749984, 493551152, 32046367, 543927569, 1360714068, 31594436, 33937527, 516135284, 410519492, 442562229, 431855270, 30987703, 31010788, 30031384, 421423245, 29806043, 1364616576, 27246960, 1361270742, 1371056767, 28361997, 1334059163, 569941195, 27713920, 496869523, 1357848241, 515269424, 436487129, 440353010, 865854699, 494407145, 482395136, 447925342, 1338275480, 485612576, 440208490, 401386354, 31356499, 30854130, 34899094, 29422008, 427542418, 26496942, 1297498908, 543987451, 33020800, 436147067, 475072054, 446154202, 501214040, 505449407, 466325499, 440411849, 458238658, 27888764, 1314751313, 507856231, 16621540, 36841687, 487387216, 501266889, 543006228, 528270554, 427542186, 33937011, 32019002, 30064175, 455653437, 34057469, 1327781623, 1336866360, 546458084, 437859387, 474565896, 522444713, 467394056, 30590630, 474581010, 32073614, 27882657, 38018774, 493755113, 555004907, 409647737, 28852648, 28912996, 31081097, 1297743697, 531842654, 26132569, 33291435, 405253938, 28694864, 29808917, 41656808, 504017347, 484782242, 525935284, 5127483, 28738474, 26969662, 407450361, 33035611, 419594258, 420922950, 441491410, 458725081, 27235711, 36117850]"
3102961863,『硬曲 硬不硬听了再说（蹦迪专用❗）』,"蹦迪吗？集美。
一定要听到高潮喔。
如果更新的话 就会更新二十多以上的歌 希望能慢慢听下去。
喜欢就收藏。
好歌在下面。
","['电子', '流行', '酒吧', '电子']","[2102855205, 2088758588, 1878791667, 1424460203, 2016520779, 1890256410, 2009911649, 1858897067, 1935950259, 2065669099, 1948083890, 1969352119, 1444095167, 1998880941, 507795198, 502691470, 27681192, 480427338, 437605876, 32317081, 29809960, 416552423, 34324003, 27939608, 448706085, 34179870, 458238658, 539250721, 1401844271, 1844478886, 1407705293, 1823908914, 1396581866, 1418162717, 1407387852, 1861093526, 1850028848, 1932769322, 1847721719, 1897255962, 1924995800, 1967998969, 1480553180, 1376075781, 1501821630, 1452654249, 26724618, 1470129356, 1370162678, 1481120202, 1467546293, 1442332360, 1466823955, 1472624366, 1323301741, 1419172976, 1466809276, 1343454593, 1425783327, 34229099, 1433448874, 561452914, 1435956754, 519367069, 1396536018, 1353164289, 476631605, 412785957, 1417126178, 1403223749, 1438009730, 1420312291, 486999673, 460298975, 515803223, 529824361, 507114189, 420513563, 437608783, 529834282, 528271561, 555252025, 477936475, 865492373, 400876552, 539980206, 481853296, 503958486, 535029678, 1387374483, 1294968197, 545414340, 537854251, 1458240449, 1454328675, 1446705678, 1446618342, 1386946635, 553764951, 1393018778, 1438452039, 1426997313, 1402686725, 1421324107, 1361658354, 1442545154, 1425786952, 1407712490, 1397651102, 456381024, 36103067, 1396568323, 1355343269, 1402818475, 1416761424, 475073477, 1417673385, 1420908558, 1401433416, 1393205729, 1380022214, 1425786953, 1432180644, 1386946637, 462997837, 506726178, 1396542104, 1401433415, 1396223165, 865040131, 436487129, 1422226631, 1391902971, 1344654650, 34497768, 448773274, 525762553, 1399112265, 1384327184, 1396920778, 1391281654, 1397513503, 1399697984, 1357646934, 1415382837, 1385408332, 1426666131, 1361137858, 1382572506, 1397680000, 1377136935, 447925733, 407007646, 1345674839, 514761216, 28461771, 474581010, 459720168, 487387216, 407889615, 401246013, 1398843537, 1353413740, 1378085156, 478419032, 495220605, 1387418447, 1364210121, 35331692, 529823276, 1385929681, 445703169, 1365047116, 1323274314, 518896594, 1314458568, 1309635754, 517542039, 551667324, 427373180, 524083555, 1319239972, 1325897262, 1321995341, 1303019423, 1323301875, 1356096102, 1352575830, 1336856186, 33544190, 1333940962, 454730625, 1315963154, 1335625632, 1380150032, 1386591744, 864807196, 554017636, 556204163, 1345778121, 1296262600, 538579659, 1347214184, 1392535512, 1386593207, 1383062968, 865749777, 1315703833, 1356282098, 1406201852, 438803460, 1312595691, 32477546, 467952465, 461518855, 1391234038, 1300528275, 472219715, 28577876, 1329183592, 29747524, 1386946638, 41633052, 29809446, 409650792, 451372123, 1369930486, 1397992069, 36308366, 408332215, 480426324, 419254228, 468816013, 29716136, 28302781, 31062664, 415090632, 419594479, 427542527, 462997816, 467685684, 477936681, 451981204, 453185809, 439037411, 458496375, 487527914, 475264030, 401249388, 487375342, 34142993, 417595824, 34766855, 28852648, 526099041, 34057469, 28786056, 501220676, 500412055, 449577299, 497131689, 41653495, 543006228, 524152414, 427542123, 483671668, 1323574368, 565202998, 423227299, 479979593, 28411393, 419646988, 520458965, 1314751313, 449577863, 552145020, 863487992, 437311407, 544208090, 570176422, 35331592, 482999322, 409931583, 864417970, 1321451531, 456175956, 1340842066, 452608956, 432464943, 1297403468, 3982885, 1387591467, 555640601, 523030114, 535389183, 488256357, 538470558, 495311013, 1367130273, 493551152, 1340196414, 1305829614, 519943217, 1352279782, 504016381, 1325898542, 1331996746, 487003072, 1819889668, 35283704, 1314780641, 1298774921, 1385125103, 407450206, 1342566625, 1356657763, 1365398014, 1382399922, 1378868625, 458238609, 1401222981, 1400021138, 1401075289, 1378387388, 572763271, 1329439016, 1378727094, 1354616414, 515455561, 541480386, 559436259, 422094241, 1320544645, 1357428560, 31928206, 552257337, 1357741964, 1394731586, 1318519704, 499274177, 1318827940, 1368446327, 1397288794, 1396568160, 509728542, 453176892, 1358574707, 439625971, 471761611, 1395190039, 1387591269, 1356109542, 1354488639, 1401460648, 30590630, 1781643, 34167329, 409647998, 1301861587, 471969878, 471156680, 41657331, 487587543, 471763657, 452601147, 1317785304, 452601611, 452997692, 451445556, 464377947, 451520307, 1322628331, 467214860, 1385403666, 451126595, 451521293, 26620424, 27949347, 556397208, 33955935, 1361353588, 1358935221, 1325071476, 562577685, 1340461397, 26722580, 1351225950, 26494213, 1335901812, 490978924, 1360659427, 546723063, 445845298, 36897083, 28730277, 28738474, 27714206, 544231701, 1314794977, 1315569924, 520242684, 1361354803, 562598106, 1341961184, 463159617, 451991574, 1374499325, 482115760, 488952714, 26489703, 1365036566, 399405313, 27279893, 417595249, 29713705, 452804831, 1340196417, 864099977, 1335033369, 1347610121, 33726094, 1357587673, 27009804, 1357587672, 487587662, 32648305, 544056531, 1332219755, 449038577, 26521791, 451703193, 35476383, 436668683, 474565896, 1386988788, 33296950, 533447074, 1378881233, 479028019, 26978189, 1306966438, 4341314, 1366777236, 443194935, 1358329399, 1346388260, 1338490248, 1362520750, 555430256, 1363712005, 1311959870, 450669301, 4038411, 1378876332, 1340250914, 33678081, 1361391457, 28543109, 432511391, 1372580733, 1385150987, 1354616216, 451372126, 1386946546, 1348598758, 435307398, 540798054, 1385757429, 547907356, 461519410, 1343495099, 441622774, 27704582, 862651906, 864807160, 37091383, 496871009, 1306735870, 38018774, 1389431786, 410181044, 1383954335, 1294276138, 1387591255, 31789010, 507585220, 1335566894, 1386560456, 1386887785, 1340399291, 573233948, 1392848092, 1390276870, 1363228294, 1388004788, 1389041189, 1378649391, 1378411310, 1358934778, 1365644879, 1378082531, 1368001385, 1368324900, 1393271454, 530526048, 1296523395, 1383382800, 406072775, 547614214, 555004907, 1353163840, 442562229, 487387212, 1336698728, 1323631439, 1366783274, 1340192635, 36095115, 1336866360, 1306496090, 1374521275, 28362056, 1364800274, 442562232, 542620022, 1390040075, 1375253430, 1345531109, 1354378746, 487590534, 1344201580, 1332461204, 1391470899, 569090242, 1379323009, 521617681, 31421170, 471969790, 452986188, 1334414461, 452814235, 17088590, 487379597, 446728328, 532572369, 1392985919, 467595801, 463840641, 1370933087, 1335913919, 1353163848, 548823382, 1359180524, 1337608187, 1353163846, 1397513510, 1378085161, 1392317233, 1398452463, 1396186820, 483223413, 1359553799, 1343018626, 1356936983, 1360879897, 502678329, 28172671, 1373881557, 559794006, 4158505, 494064179, 520928254, 455653437, 424474398, 1367034768, 1354265474, 1358505053, 1390213552, 1352590830, 544231642, 1401922882, 1399837875, 1358255523, 1369422009, 1362061413, 1346675477, 1363616015, 33922164, 1367280230, 1300632922, 1372369851, 1392990134, 1396568386, 1351096675]"
5070715189,『身法大佬专用歌单』几首就够,和平精英各种身法秀专用，可以投稿自己喜欢的音乐加入歌单，记得收藏哦~,"['游戏', '电子', '欧美', '电子']","[1936551517, 1952414478, 1808328503, 2087320196, 1979843699, 1902022583, 2080613113, 1959359877, 1999595345, 1943523171, 2025337662, 1952112969, 1977106849, 557561207, 1879469323, 1953493837, 1314630523, 1398940916, 26293946, 1335350266, 1896108091, 1333144056, 1348783490, 1300600191, 18004021, 33504169, 420125428, 512640295, 1474155880, 409931573, 27542857, 3932159, 35617718]"
2221579594,「混音」让原曲如获新生的Remix/Mix合集,"“Remix是指一首曲子的重新编曲混音版或一张重新编曲混音专辑。即重编曲混音。
这是一种让歌曲再生的创作方式。如果说原作是原汁原味的传统菜，那重混版本就是各位名厨根据个人口味加入不同调料后的新派混搭菜，是歌曲的另一次‘洗心革面’。
它和印象集又有点不同，混音版的乐曲在OST的基础上对音乐进行重编辑，并加入人声、环境音效、鼓点或其他的电子音效，以期达到一种更好的或不同于OST的效果。”

大部分Remix歌曲与原曲最显著的区别并非是指优化版，而是一改原曲平淡舒缓的风格，将曲调变得更加高亢而富有激情，通常混音后多为电音形式。

从客观上讲Remix和原曲都值得尊重，但不可否认许多经过混音之后的歌曲对于听众来说有种焕然一新的感觉，成功的Remix从听觉上有一个质的升华，而对于同一首歌曲来说Remix普遍比原曲更广为人知，原曲作者对自己歌曲进行混音的也不在少数。

此歌单整理了混音编曲之后的欧美歌曲和纯音乐。

ps：歌单内包含部分Mix，从根本上来说两者并无显著的分歧;包含部分Edit（即歌曲原作者对歌曲本身进行不同时长的剪辑/对原曲部分节奏进行变速的作品）

封面by 画师WLOP","['欧美', '流行', '电子', '电子']","[436487129, 31477433, 471565537, 517411583, 26544456, 1495837921, 1361724855, 563129860, 36921285, 1322040777, 1443127890, 1359882156, 1450158244, 1482104722, 28123401, 1461637594, 478056436, 420513889, 29732106, 538470558, 572763271, 543203947, 1334248838, 411491013, 429411119, 29769018, 528273782, 567401317, 863515475, 555974147, 538689057, 1444426834, 431753507, 1337605608, 536243886, 28921655, 33522489, 543710904, 415793214, 489302351, 482395094, 462997837, 538470564, 419594258, 423227267, 503123018, 453268471, 1314777725, 1334199204, 420069068, 1305629271, 528273377, 487375361, 572602810, 417833443, 520460354, 400689498, 427614358, 30780434, 35331935, 427542115, 420513402, 427614378, 442867192, 33291727, 35527030, 410801687, 416389005, 414193013, 407007703, 27553170, 27713812, 33891204, 28283079, 427542259, 448518393, 435592093, 35806062, 458238411, 465920775, 403136279, 505449407, 36492196, 401249195, 34766106, 427542181, 33340727, 29550185, 399552364, 36797361, 35345573, 410446670, 463159617, 418550579, 33937011, 462516482, 433018366, 475264036, 408532862, 417859039, 458238093, 29807330, 412785186, 531842654, 412951708, 409647737, 512359300, 33035561, 419594737, 33410967, 417250787, 399353137, 35090300, 472361096, 516765174, 414586245, 451981205, 409647186, 35955099, 399411072, 518904426, 32019011, 32217311, 409647285, 26978189, 407889392, 521657045, 552571031, 34152500, 500686041, 33418501, 30780496]"
8728755773,热门车载音乐/犯困必备,热门车载音乐开车犯困必备，流行音乐，你快乐了吗,"['欧美', '流行', '电子', '电子']","[2919998, 1446054012, 2303896, 1392932216, 421423721, 417243052, 1460104607, 1886768185, 1967486067, 4083265, 20752441, 1899951213, 1393789519, 1831882433, 1927389937, 1331996746, 20102705, 1914893736, 1829057140, 563324704, 1357742889, 27939136, 1857340424, 1449539197, 19169579, 1903712344, 543987451, 526261063, 1303027439, 26494213, 1847860357, 26149327, 495311013, 1960123422, 1952737857, 34280999, 1883408155, 39227387, 1888028800, 1825948750, 1919437907, 1432632388, 1957701272, 1936952663, 1449537557, 1365600549, 2035321385, 1489191656, 1844695386, 1474570270, 1806376078, 1944873332, 1336210819, 1892514139, 1871035439, 514821884, 1954107582, 1885092777, 21865897, 1959607235, 1810186168, 29758362, 1473654934, 1904091032, 1473672206, 408250702, 1855961011, 1853632771, 1993386096, 1900353348, 3545740, 1814915363, 1871006356, 1399048817, 3417069, 1948293252, 1812008492, 28785728, 26867115, 1470298669, 1378614886, 39227107, 2176965, 18981974, 29809523, 32548870, 27249721, 427542188, 1971291768, 31835334, 442869301, 1347653953, 19362736, 1377830798, 29412405, 1956693250, 26387130, 28399944, 18801855, 26494002, 520218755, 36586455, 507794659, 507338883]"
8753770523,超嗨车载DJ舞曲，你只管飙起来,"适合车载的超嗨DJ舞曲，在高速路上请握紧方向盘，伸出脖子，跟着我的节奏摇起来。
播放全部收藏更多
","['欧美', '电子', '驾车', '电子']","[2084597587, 2081508878, 2081092296, 2021279106, 2074749091, 2054719554, 1997624150, 2071653322, 2062853835, 1981292805, 2049493790, 2056985816, 2048271919, 2030730417, 2045194409, 2081488431, 2033162713, 2079728264, 2082228773, 2035952623, 2052783297, 2049264332, 2050015440, 2075056471, 2038508461, 1963132367, 2031057610, 2075111425, 2069122560, 2052975744, 2065539023, 1493816591, 2058283175, 2050597461, 2008371785, 2057666973, 1955571906, 2068192813, 2072923397, 2048363380, 2063947180, 2065157266, 2062657122, 2057669283, 2055701036, 2062767697, 2055799878, 2073118503, 1901838921, 2047985543, 1988267387, 2040067962, 2046483779, 1892409985, 2054005877, 2015589134, 2025457557, 2027493155, 2067496957, 409288229, 2072352392, 2048700343, 2057678050, 1992712131, 2070741405, 1810797224, 2072874498, 1828237438, 1448260853, 1830799856, 1483672581, 1862507836, 1322040777, 1857920621, 35785564, 1846110214, 2037448231, 28263911, 1811064451, 30212221, 541364972, 865592685, 401246013, 442562232, 1432160937, 1323967761, 417595250, 1396196557, 1441860073, 20050689, 1838081036, 1420745339, 1931045567, 1836124865, 1853828483, 1821548580, 1399891888, 1914852214, 1897255962, 1937786145, 1890128737, 1323631439, 553764951, 1855545728, 507856231, 562122079, 1449935588, 1826303509, 1345494163, 1842195259, 1875893672, 1831768247, 1834356697, 1893483243, 1454130024, 1890285449, 1898855202, 1341766, 1868173849, 1902653318, 1896502024, 1926289689, 1869524972, 1943507966, 1861101583, 1335350266, 1869031258, 1951084010, 1996312116, 1360740756, 1955462801, 1948083890, 1935950259, 2016520779, 1916100273, 1895997113, 2025337662, 1473966737, 1958151292, 1878429485, 1480072347, 1979146957, 417613080, 31838181, 1842033421, 420125428, 1856395157, 1325125720, 1930107573, 1406201955, 1480438168, 1456598284, 1855961011, 1892343290, 1948643297, 1464841099, 2005246464, 1803443499, 1809029003, 1932511799, 1470129356, 24051365, 1965021897, 1872000017]"
8810517043,DJ甩头 | 做人拽点，烦恼去一边,"不要浪费了这些超嗨的DJ舞曲，来呀，一起来甩头啊。 做个拽拽的人，做个不把烦恼记心上的人。 潇洒甩头吧……
","['欧美', '电子', '驾车', '电子']","[2081092296, 2081508878, 2074749091, 1981292805, 2084597587, 2062853835, 1997389846, 2021279106, 2082228773, 2090718659, 2085564608, 2050015440, 2086614918, 1997624150, 2056985816, 2045194409, 2085985567, 2052783297, 2048271919, 2088305111, 2071653322, 2030730417, 2088817971, 2033162713, 2058283175, 2049493790, 2052975744, 2031057610, 2075111425, 2081488431, 2049264332, 2050597461, 2065157266, 2055701036, 1988267387, 2075056471, 2063947180, 2008371785, 2062657122, 2035952623, 2065539023, 2034830230, 2062767697, 2046483779, 2073118503, 2027493155, 2067496957, 2072352392, 2038508461, 2070741405, 2057678050, 2042856403, 2072923397, 1980834495, 1493816591, 1901838921, 1955571906, 1892409985, 1963132367, 2040067962, 2015589134, 1810797224, 1448260853, 1830799856, 1483672581, 1857920621, 35785564, 1846110214, 28263911, 1811064451, 541364972, 865592685, 401246013, 442562232, 1432160937, 1323967761, 1396196557, 1441860073, 20050689, 1838081036, 1420745339, 1931045567, 1836124865, 1853828483, 1914852214, 1897255962, 1937786145, 1890128737, 1323631439, 553764951, 1855545728, 507856231, 562122079, 1449935588, 1826303509, 1345494163, 1842195259, 1875893672, 1831768247, 1834356697, 1893483243, 1454130024, 1890285449, 1898855202, 1341766, 1868173849, 1902653318, 1896502024, 1926289689, 1869524972, 1943507966, 1861101583, 1335350266, 1869031258, 1951084010, 1996312116, 1360740756, 1955462801, 1948083890, 1935950259, 2016520779, 1916100273, 1895997113, 2025337662, 1473966737, 1958151292, 1878429485, 1480072347, 1979146957, 417613080, 31838181, 1842033421, 420125428, 1856395157, 1325125720, 1930107573, 1406201955, 1480438168, 1456598284, 1855961011, 1892343290, 1948643297, 1464841099, 2005246464, 1803443499, 1809029003, 1470129356, 24051365, 1872000017, 2081496652, 2068192813, 2057666973, 2048363380, 2062000336, 2067438614]"
8800380195,欧美电子：释放你的能量,放松你的身体，忘掉一切烦恼，跟着节拍尽情舞动。让你的小心脏感受到前所未有的刺激，这夜晚带你进入狂野音乐世界！,"['欧美', '电子', '驾车', '电子']","[2048754815, 2081189848, 2074749091, 2088334576, 1901838921, 2077781513, 1892409985, 865592685, 2081092296, 2050852369, 2088659484, 2088314204, 1493816591, 2052116731, 2085525547, 2071870904, 2077075060, 2065942955, 2075023846, 2085564608, 2021279106, 2087633205, 2061057460, 2083179303, 2068535980, 1441860073, 2085985567, 2082228773, 2048061572, 2071653322, 2081488431, 2075821367, 1869031258, 2070741405, 1955571906, 1963132367, 2040067962, 2015589134, 1810797224, 1448260853, 1830799856, 1483672581, 1857920621, 35785564, 1846110214, 28263911, 1811064451, 541364972, 401246013, 1432160937, 1323967761, 1396196557, 20050689, 1838081036, 1420745339, 1931045567, 1836124865, 1853828483, 1914852214, 1897255962, 1937786145, 1890128737, 1323631439, 553764951, 1855545728, 1826303509, 1345494163, 1842195259, 1875893672, 1831768247, 1834356697, 1893483243, 1454130024, 1868173849, 1902653318, 1896502024, 1926289689, 1869524972, 1943507966, 1861101583, 1335350266, 1951084010, 1996312116, 1360740756, 1955462801, 1948083890, 1935950259, 2016520779, 1916100273, 1895997113, 2025337662, 1473966737, 1958151292, 1878429485, 1480072347, 1979146957, 417613080, 31838181, 1842033421, 420125428, 1856395157, 1325125720, 1930107573, 1406201955, 1480438168, 1456598284, 1855961011, 1892343290, 1948643297, 1464841099, 2005246464, 1803443499, 24051365, 1872000017, 2081496652]"
8763527719,夜店DJ舞曲，艾瑞巴蒂嗨起来,"行车路上无聊怎么办？ 打开此歌单，一路狂嗨不犯困 轻松解压100％ 当然，请注意车速系好安全带哦⊙∀⊙！
不定时更新！希望大家喜欢
","['欧美', '电子', '驾车', '电子']","[2095895976, 2085564608, 2081508878, 2021279106, 2081092296, 2084597587, 2054719554, 2062853835, 2081496652, 2049493790, 2074749091, 1981292805, 1997624150, 2056985816, 2052783297, 2049264332, 2045194409, 2048271919, 2030730417, 2058283175, 2033162713, 2071653322, 2067438614, 2068192813, 2050597461, 2050015440, 2048363380, 2063947180, 2031057610, 2072923397, 2065157266, 2062657122, 2008371785, 2057669283, 2062000336, 2055701036, 2062767697, 2057666973, 2055799878, 440464456, 2073118503, 1493816591, 2065539023, 1901838921, 2052975744, 2047985543, 1988267387, 2040067962, 2046483779, 1892409985, 2054005877, 2015589134, 2035952623, 2025457557, 2027493155, 422094342, 2067496957, 409288229, 2072352392, 2048700343, 2057678050, 1992712131, 2070741405, 1810797224, 2072874498, 1828237438, 1414765912, 1448260853, 1830799856, 1483672581, 467590240, 1862507836, 1322040777, 1857920621, 35785564, 1846110214, 2037448231, 28263911, 1811064451, 30212221, 541364972, 865592685, 401246013, 442562232, 1432160937, 1323967761, 417595250, 1396196557, 1441860073, 20050689, 1838081036, 1420745339, 1931045567, 1836124865, 1853828483, 1821548580, 1399891888, 1914852214, 1897255962, 1937786145, 1890128737, 1323631439, 553764951, 1855545728, 507856231, 562122079, 1449935588, 1826303509, 1345494163, 1842195259, 1875893672, 1831768247, 1834356697, 1893483243, 1454130024, 1890285449, 1898855202, 1341766, 1868173849, 1902653318, 1896502024, 1926289689, 1869524972, 1943507966, 1861101583, 1335350266, 1869031258, 1951084010, 1996312116, 1360740756, 1955462801, 1948083890, 1935950259, 2016520779, 1916100273, 1895997113, 2025337662, 1473966737, 1958151292, 1878429485, 1480072347, 1979146957, 417613080, 31838181, 1842033421, 420125428, 1856395157, 1325125720, 1930107573, 1406201955, 1480438168, 1456598284, 1955571906, 1855961011, 1892343290, 1948643297, 1464841099, 2005246464, 1803443499, 1809029003, 1932511799, 1470129356, 24051365, 1963132367, 1965021897, 1872000017]"
8730018062,车载DJ丨霓虹灯闪耀，黑夜传说,"温馨提示:记住千万不要疲劳驾驶喔，请保证大脑清醒，记住千万不要饮酒喔，你好我好大家好！
播放全部收藏更多
","['欧美', '电子', '驾车', '电子']","[2081092296, 2081508878, 2074749091, 1981292805, 2084597587, 2062853835, 1997389846, 2021279106, 2082228773, 2090718659, 2085564608, 2050015440, 2086614918, 1997624150, 2056985816, 2045194409, 2085985567, 2052783297, 2048271919, 2088305111, 2071653322, 2030730417, 2088817971, 2033162713, 2058283175, 2049493790, 2052975744, 2031057610, 2075111425, 2081488431, 2049264332, 2050597461, 2065157266, 2055701036, 1988267387, 2075056471, 2063947180, 2008371785, 2062657122, 2035952623, 2065539023, 2034830230, 2062767697, 2046483779, 2073118503, 2027493155, 2067496957, 2072352392, 2038508461, 2070741405, 2057678050, 2042856403, 2072923397, 1980834495, 1493816591, 1901838921, 1955571906, 1892409985, 1963132367, 2040067962, 2015589134, 1810797224, 1448260853, 1830799856, 1483672581, 1857920621, 35785564, 1846110214, 28263911, 1811064451, 541364972, 865592685, 401246013, 442562232, 1432160937, 1323967761, 1396196557, 1441860073, 20050689, 1838081036, 1420745339, 1931045567, 1836124865, 1853828483, 1914852214, 1897255962, 1937786145, 1890128737, 1323631439, 553764951, 1855545728, 507856231, 562122079, 1449935588, 1826303509, 1345494163, 1842195259, 1875893672, 1831768247, 1834356697, 1893483243, 1454130024, 1890285449, 1898855202, 1341766, 1868173849, 1902653318, 1896502024, 1926289689, 1869524972, 1943507966, 1861101583, 1335350266, 1869031258, 1951084010, 1996312116, 1360740756, 1955462801, 1948083890, 1935950259, 2016520779, 1916100273, 1895997113, 2025337662, 1473966737, 1958151292, 1878429485, 1480072347, 1979146957, 417613080, 31838181, 1842033421, 420125428, 1856395157, 1325125720, 1930107573, 1406201955, 1480438168, 1456598284, 1855961011, 1892343290, 1948643297, 1464841099, 2005246464, 1803443499, 1809029003, 1470129356, 24051365, 1872000017, 2081496652, 2068192813, 2057666973, 2048363380, 2062000336, 2067438614]"
8724441750,劲爆车载DJ：伴随音一路狂飙,"行车旅途中，觉得纳闷，堵车，疲惫，打瞌睡时，打开车载可以让你清醒，让你一路狂奔
播放全部收藏更多
","['欧美', '电子', '驾车', '电子']","[2086614918, 2021279106, 2054719554, 2062853835, 2075056471, 2056985816, 2074749091, 1981292805, 2049493790, 1997624150, 2045194409, 2048271919, 2030730417, 2052783297, 2049264332, 2058283175, 2033162713, 2071653322, 2050015440, 2050597461, 2067438614, 2057666973, 2068192813, 2048363380, 2063947180, 2031057610, 2072923397, 2065157266, 2062657122, 2008371785, 2057669283, 2062000336, 2055701036, 2062767697, 2055799878, 440464456, 2073118503, 1493816591, 2065539023, 1901838921, 2052975744, 2047985543, 1988267387, 2040067962, 2046483779, 1892409985, 2054005877, 2015589134, 2035952623, 2025457557, 2027493155, 422094342, 2067496957, 409288229, 2072352392, 2048700343, 2057678050, 1992712131, 2070741405, 1810797224, 2072874498, 1828237438, 1414765912, 1448260853, 1830799856, 1483672581, 467590240, 1862507836, 1322040777, 1857920621, 35785564, 1846110214, 2037448231, 28263911, 1811064451, 30212221, 541364972, 865592685, 401246013, 442562232, 1432160937, 1323967761, 417595250, 1396196557, 1441860073, 20050689, 1838081036, 1420745339, 1931045567, 1836124865, 1853828483, 1821548580, 1399891888, 1914852214, 1897255962, 1937786145, 1890128737, 1323631439, 553764951, 1855545728, 507856231, 562122079, 1449935588, 1826303509, 1345494163, 1842195259, 1875893672, 1831768247, 1834356697, 1893483243, 1454130024, 1890285449, 1898855202, 1341766, 1868173849, 1902653318, 1896502024, 1926289689, 1869524972, 1943507966, 1861101583, 1335350266, 1869031258, 1951084010, 1996312116, 1360740756, 1955462801, 1948083890, 1935950259, 2016520779, 1916100273, 1895997113, 2025337662, 1473966737, 1958151292, 1878429485, 1480072347, 1979146957, 417613080, 31838181, 1842033421, 420125428, 1856395157, 1325125720, 1930107573, 1406201955, 1480438168, 1456598284, 1955571906, 1855961011, 1892343290, 1948643297, 1464841099, 2005246464, 1803443499, 1809029003, 1932511799, 1470129356, 24051365, 1963132367, 1965021897, 1872000017]"
