5395488578,一周欧美说唱 | Nicki Minaj新专辑强势来袭,每周最新上线欧美说唱歌曲，编辑精选推荐。,['欧美'],"[2106704145, 2105696001, 2106733817, 2106666568, 2104818111, 2106704141, 2106665922, 2106663585, 2106669064, 2104147891, 2106704148, 2106261109, 2096022865, 2104757007, 2105585456, 2098406358, 2104277529, 2100487958, 2101983789, 2090544092, 2102040682, 2101806471, 2100829766, 2099446524, 2100860199, 2098924339, 2094887530, 2095746225, 2097928502, 2101527833, 2100182896, 2100564966, 2100523151, 2098057398, 2096338107, 2097423012, 2094020313, 2099446138, 2098021631, 2098443398, 2098415423, 2097779627, 2095771262, 2097711864, 2097390733, 2098397262, 2093900813, 2087790737, 2095433986, 2093221173]"
8513521200,中西部说唱经典 | 快嘴弛放中西部,中西部经典说唱精选,['欧美'],"[5052317, 3324584, 26808445, 18969133, 19126376, 21810247, 1307962933, 16334189, 19719249, 20563324, 17725649, 1825942480, 18969136, 21722767, 17572251, 524736650, 2195347, 2195301, 1909281837, 1304675180, 18969149, 20566317, 20944186, 16842279, 26194036, 20944180, 1307962930, 18969141, 18969084, 17572426, 18969085, 20563376, 20944230, 18938459, 18938438, 1300459, 1822571132, 22336883, 21273704, 25465091, 2464387, 16628416, 20631519, 27759124, 3765466, 20563323, 17366000, 1307962932, 1548325, 2195130]"
8517829200,Melodic Party | 灵动旋律电音派对,Melodic Techno/House精选,['欧美'],"[2018869049, 2093622925, 2029012640, 2054925291, 2022280093, 2055149930, 2038412248, 2053962440, 2041921727, 2032827485, 2020968138, 1997200765, 2022284648, 2051239830, 2038642556, 2053873293, 2032321016, 2047883112, 2044107729, 2049600237, 2012238975, 1990493570, 2054143868, 2050200408, 1978712192, 2019701028, 2026385598, 2042481424, 1998833373, 2027064168, 2040474952, 2042884376, 2052690963, 2032344342, 2047819626, 2051847485, 2032344343, 2046884711, 2051977692, 1937575530, 2042379942, 2005553279, 2041092425, 2040446403, 2034711209, 2051836806, 2051977714, 2050226954, 2023407780, 1948206649, 2054315709, 1961448409, 2051992647, 2049709725, 2034555588, 1928250637, 1970610215, 2041057811, 2006894252, 2049550510, 2046658315]"
8509643200,游戏说唱必备 | 说唱节奏助力游戏时刻,热门说唱伴你轻松游戏,['欧美'],"[1483967215, 2056380900, 2052288584, 2044734734, 1994146326, 2031294553, 2043020195, 2038383416, 2035103825, 1995409593, 1963558521, 1912010298, 1917786234, 1975544355, 1938220658, 1909873009, 1985855022, 1906243091, 1925344157, 1935564306, 1927098294, 1925027382, 1919684016, 26406325, 1929143244, 1944234344, 1971623510, 1921481748, 1982599119, 1944255181, 1985667790, 1977375436, 1964496129, 1947845843, 2000625088, 1995885918, 1994150764, 1920461559, 1918585895, 1985652542, 1923372047, 1993420759, 1931514962, 1940135067, 1998289377, 1950184173, 1965520913, 1935165678, 1934104166, 1956739477, 1961913571, 1979947806, 1956743787, 1940085514, 1938493338, 1949016633, 1968214317, 1936167315, 1983678428, 1911772174]"
8700558200,电音热播2019 | 2019潮流热舞派对,2019热门电音精选,['欧美'],"[1396304601, 1357848241, 1391251513, 1365398014, 1354794631, 1390126229, 1399051662, 1390313374, 1361258884, 1366775011, 1370108692, 1347653953, 1371702119, 1359250806, 1405289525, 1343454593, 1344353899, 1368676025, 1397616467, 1359357320, 1374313938, 497616880, 1354625312, 1388961961, 1409277284, 1386988788, 1359232607, 1347529297, 1341501950, 1392034800, 1338689764, 1387559099, 1348939361, 1377264143, 1366777710, 1437444046, 1398523728, 1384492898, 1347437958, 1410579548, 1370108697, 1336601670, 1350595577, 1407551473, 1364326236, 1371410377, 1342511999, 1367054137, 1349195229, 1362823660, 1388966395, 1338762884, 1344800673, 1425953271, 1351578860]"
8548901203,Eurodance | 经典欧陆舞曲集,Eurodance精选,['欧美'],"[3897734, 3417069, 1239310, 16501053, 2949850, 4158388, 3797859, 4158171, 17074188, 1239290, 17314174, 2616016, 4078812, 2534777, 1435569768, 26700841, 3171751, 18369092, 19145312, 3897736, 2616028, 18369094, 4361915, 4362029, 17543495, 1239298, 567374743, 17536433, 565358805, 4158248, 27471685, 1426523937, 16149178, 1239318, 3417004, 24779266, 17536518, 1836001830, 22357790, 1401232714, 1817106722, 21865897, 21867454, 1942506335, 32205650, 27744079, 33721371, 20102705, 2342333, 4158396]"
7481365421,欧美走路歌 | 走路带风 就要听欧美流行,放空自己的大脑，随音乐节拍摇晃穿行在行色匆匆的人流中，做最自信的人！,['欧美'],"[2073603364, 1989591233, 411314681, 2022262384, 2009325220, 29809873, 1964169693, 1885119607, 1446855406, 1980207230, 1928051399, 1967695586, 28923332, 2004563445, 413834408, 1856524534, 20515890, 5106487, 573426010, 503207093, 1355147933, 1295861930, 1445939553, 519338387, 20036109, 567098986, 31185003, 1475791050, 1846473653, 1406790197, 21038519, 1983629225, 1823210482, 1839392451, 1419232522, 1325042852, 1963064411, 1460776912, 1855286224, 29572502, 1489259703, 35382019, 479219553, 32924130, 1918261583, 1386302791, 28850212, 413812477, 501133611, 481535731, 557704117, 27698223, 3313334, 28953444, 1345681867, 572720629, 1382781100, 29747526, 1420916184, 1444591503, 1489257173, 1812184844, 21038513, 1855285578, 1869097345, 21562994, 1868238759, 22441762, 21563197, 1926770874, 1829554970, 1849813420, 1859838725, 1340558332, 35307062, 32102397, 1964236432, 1986875445, 1855286226, 1982339444, 1853792853, 1839057595, 1900157278, 1935128981, 1835950126, 1990810705, 1497984116, 1983702440, 1812389075, 1986884930, 1387549434, 1877164152, 1977397004, 1967695585, 1954886035, 1861313741, 1964169696, 1974705042, 1978804241, 404719821]"
7403566770,健身听电音 | 动感节奏点燃训练激情,精选125BPM左右动感流行电子音乐，为你的健身训练补充强劲能量。,['欧美'],"[23450140, 431534576, 36024222, 406072341, 28382481, 41667985, 28598106, 29021764, 26436550, 34749970, 28616542, 29400993, 445703051, 419116031, 39227040, 442869253, 29021785, 407459126, 406037683, 420500327, 426026779, 410925067, 27708589, 399366660, 415793498, 29822778, 5084980, 27702113, 33867284, 37720203]"
8822626201,BPM 150 | 强力节奏 燃脂能量泵,强力节奏 燃脂能量泵,['欧美'],"[2030069474, 2081896653, 2011709544, 2028407484, 2028051866, 2047776901, 2057297637, 2067532246, 2020471746, 2077965124, 2086575537, 2077526655, 2084529924, 2084413623, 2077424023, 2077951858, 2082257277, 2081690073, 2080020109, 2079403510, 2059550587, 2063123894, 2017076886, 2072315700, 2081930825, 2080009461, 2072313894, 1471771714, 2087346882, 2021015719, 2048216036, 2038962951, 2028408356, 2084171050, 2085811103, 2087566884, 2084223550, 2081390143, 2067532245, 2063870661, 2040982389, 2014179181, 2086037274, 2088397422, 2054473700, 2028408355, 2087477223, 2046839788, 2021015721, 2084415123]"
8665133201,2006 HipHop | 年度说唱热播指南,2006年说唱经典热播曲目,['欧美'],"[21614604, 19836149, 16628423, 18803411, 21281935, 21600685, 22406357, 22455386, 18672764, 2002870, 17572385, 1485735149, 4235549, 18674736, 20944230, 2002832, 18565620, 19197192, 17725682, 19880146, 22574392, 20742137, 1817011968, 19836146, 2067839, 27002787, 17572398, 20978828, 17739898, 18614055, 16628416, 2067851, 20746473, 18078210, 16628414, 21614593, 16969787, 20742160, 529295290, 20978818, 22551714, 21793120, 17533634, 17748847, 18537091, 1358884505, 19036652, 16642118, 17331931, 1311689578]"
