5134753083,思绪回到去年冬 马上又是一年冬,纵使你冰冷如雨但我的爱从未闪躲.,"['流行', '网络歌曲', '伤感', '伤感']","[2090387348, 2098533780, 2094233392, 2101533903, 2100314467, 2084397731, 2085647962, 2094995270, 209397, 2012939831, 2048123869, 2021363085, 2066654616, 2059739330, 1989408367, 2064641999, 1947385776, 1975282593, 2059970673, 22704470, 2042918630, 2052649797, 503102109, 2039992778, 2029389371, 2002368028, 521161203, 2004529768, 1993768445, 2010957326, 1842728629, 1938304218, 85571, 2006616624, 2004279936, 441491828, 1820218352, 1952330086, 1973864157, 1876522719, 2002391682, 2009045141, 2007644398, 28181103, 1434309927, 1979618737, 1496828617, 1804879213, 1445761206, 1991801101, 1454670699, 1998675562, 2002113086, 2001687595, 1894638908, 1985072824, 480341703, 1899117266, 1894026363, 1865518299, 1963654951, 31877157, 1495246850, 28403111, 41462017]"
8038671848,刮风这天我试过握着你手,回忆只会惩罚念旧的人,"['华语', '伤感', '思念', '伤感']","[1955998052, 2075990764, 2085647962, 2087689170, 2088900322, 2069348818, 2084322581, 2084395312, 2072401082, 1957467794, 2087186400, 2033375003, 2071055700, 1904645127, 2058687825, 1935918144, 2031988055, 2060333476, 2080177728, 2078752962, 1901628234, 1938304218, 2031431554, 2056725340, 1997309646, 2065506970, 2003357651, 2047688588, 2010586461, 2005705972, 2064610906, 2057806953, 2063846569, 2021115709, 1967109274, 1959626592, 1959217061, 1958405457, 1971664708, 1973472589, 1973914973, 1930557421, 1984618685, 1936551046, 2036662799, 2004359483, 2030329435, 1989868461, 1928038516, 2030284421, 2019351846, 1926005004, 1981326725, 2008340510, 2003695658, 2019584545, 2001807678, 2002443991, 2017945939, 2023601470, 1996903023, 2007166580, 2030290777, 1990110420, 2031698538, 1988267075, 1953654112, 1926259611, 2002335786, 1991600105, 1996697776, 1988194067, 1958405383, 1973105704, 1997182605, 1958023246, 1963213974, 1956171974, 1983501304, 1972150745, 1959152626, 1983579076, 1986771025, 1971457544, 1955423798, 1971444527, 1971651539, 1959234814, 1955039633, 1993517689, 1944802405, 1947444937, 1957560926, 1961006625, 1994956576, 1960351004, 1957211405, 1970514859, 1945107544, 1971928328, 1961228459, 1948826523, 2012783434, 1955029903, 1947444886, 1972428765, 1973028472, 1970539602, 1972004460, 1969530211, 1952870374, 1957812434]"
7113393328,0.8x前奏一响初恋登场,其实也不是什么忘不掉的人，只是对那场无结果的付出和被浪费的炙热的爱，耿耿于怀罢了。,"['华语', '流行', '伤感', '伤感']","[1944318730, 2106355966, 1944802405, 2020080118, 1960557746, 2020290667, 2085408290, 1982658883, 1928252684, 2050058466, 1958119516, 1954153854, 2098991574, 1941804761, 1953025955, 2016323659, 1955029675, 1946234096, 1959152626, 1955223133, 1960170435, 1954223039, 1926259611, 1955703364, 1963213974, 1995734847, 1960979287, 1968429904, 1957883626, 1951559963, 1952923251, 1974220757, 1963416094, 1959373304, 1952233909, 1939633377, 1958405457, 1925262041, 1994467811, 1993487274, 1958079544, 1959234682, 1970324585, 1966212898, 1955423798, 1999878178, 1971651539, 1947444886, 2012783434, 1944123716, 1926873649, 1936250153, 1931434579, 1949949331, 1919597705, 1956724806, 1955376578, 1958121913, 1948007389, 1970514859, 1934353849, 1928900468, 1924817966, 1923178574, 1952285354, 1939563264, 1810299649, 1917342027, 1953274089, 1991881561, 1979318019, 1998135910, 1930678485, 1930605629, 2001807678, 1968270354, 2013091967, 1958023246, 1958137565, 1923189506, 1984618685, 1979311146, 1973864158, 2013400554, 1996697776, 1962438244, 1959225989, 1955039633, 1950070505, 1973058747, 2082916966, 2024263244, 1971546578, 2066627707, 2053400010, 1976455877, 2055864684, 1986771025, 1958745079, 1957344271, 1959303514, 1947409099, 1984391278, 1945704488, 1971444527, 1955613321, 1960300439, 1909339376, 1958217985, 1904545116, 1994566059, 1970338296, 1970514924, 1863270296, 1971042385, 1971920983, 1958825391, 1926943970, 1958405367, 1957492947, 1961032753, 1954200620, 1939859775, 1983501304, 1970539602, 1987313041, 1955286780, 1971708235, 1925574040, 1959190717, 1954924353, 1938862336, 1931410909, 1822777507]"
8239345335,旋律王//DJ啊智//口水旋律VOL,"网易云音乐搜索：DJ啊智
口水旋律//VOL
会更DJ啊智歌单
一周一更","['网络歌曲', '伤感', '流行', '伤感']","[2094160471, 2094167610, 2095303856, 2094245068, 2094903306, 2093420174, 2092581630, 2090605532, 2090841855, 2091076192, 2090361185, 2090363088, 2091672942, 2091672943, 2091980674, 2092278487, 2092562743, 2088507293, 2088533982, 2088533983, 2088760066, 2089512476, 2089513013, 2089513014, 2089512477, 2089513016, 2089513017, 2088533915, 2082375950, 2083170131, 2083168341, 2085531127, 2086056881, 2085887846, 2085887847, 2085885968, 2085885969, 2083478318, 2084891779, 2084905756, 2084970951, 2085616382, 2085616933, 2085621094, 2085920931, 2086734675, 2079072500, 2078945873, 2078735042, 2078725695, 2078735667, 2078725681, 2080945929, 2080944044, 2081545535, 2084052715, 2083478595, 2080824118, 2080713702, 2078725682, 2079639453, 2077549055, 2081977657, 2082153437, 2082660403, 2081971068, 2081956415, 2081950052, 2081974049, 2081942636, 2080713703, 2079925096, 2080932793, 2077675065, 2077675064, 2063423327, 2025235483, 2077280756, 2025235484, 2065230118, 2025238932, 2025238931, 2065230915, 2077133826, 2025238930, 2061160081, 2045462171, 2058772028, 2076855819, 2076559120, 2076147288, 2075856775, 2075908288]"
7220056729,深夜emo歌单「伤感」「心碎」「沉默」,你说要敬往事一杯酒，再爱也不回头。然而就算你醉到黄昏独自愁，如果那人伸出手，你还是会跟他走。,"['华语', '流行', '伤感', '伤感']","[2106355966, 1397345903, 2020080118, 2100329027, 1456890009, 2085408290, 1927693793, 2026224214, 2038202805, 475479888, 1984475097, 1488077114, 1895330088, 2093249629, 2050058466, 488249475, 2039992778, 2037202513, 2097531989, 2094995270, 2094075270, 2092227301, 2094817741, 2093236174, 2018733994, 1398283847, 2038535985, 2021543605, 2025186881, 2034881346, 1895385833, 436346833, 2021373243, 2021434589, 1968781675, 1851652156, 1907766514, 30612793, 1824045033, 1923184888, 1894094482, 1918576268, 1958031074, 1908049566, 36024806, 2026812798, 31654343, 1887139866, 1891469546, 1961990685, 167827, 2037756767, 1846565466, 1867217766, 1842025914, 1430583016, 1413142894, 1860614598, 1303027499, 1481164987, 1882041535, 1346104327, 65766, 1293886117, 1459950258, 1432968475, 1365393542, 1805088448, 1449678888, 1391891631, 1872024726, 1383927243, 254574, 1874158536, 29814898, 1405283464, 208902, 25727803, 558071673, 1489064589, 255589, 1336856777, 28059417, 1445761206, 1811459887, 550138197, 1456443773, 1356350562, 1811408619, 1495058484, 1363205817, 502043537, 1411358329, 1370047789, 513360721, 1340200924, 523250334, 386538, 518686034, 442869203, 28563317, 553755659, 493735012, 1443838552, 1435449062, 465921195, 1426649237, 1331819951, 1808492017, 1359356908, 1500569811, 1368754688, 441491828, 1846489646, 1330348068, 1403318151, 1827600686, 1426112587, 1844449888, 1477539203, 1842728629, 1406649619, 1463165983, 1878620183, 1849998058, 1868943615, 1871993457]"
2807826835,深情的人终会被辜负。（伤感且温柔女声,做一个寡言的人，却心有一片海的人。不伤人害己，于淡泊中，平和自在。,"['伤感', '华语', '流行', '伤感']",[]
8545011910,「伤感」提起满是遗憾，想起满是喜欢,老人说:“糟蹋别人的真心，总会有一个人双倍还给你，莫失言莫失德莫失品，天道轮回苍天饶过谁”,"['华语', '流行', '伤感', '伤感']","[2102095875, 2094449615, 2091920807, 2096434876, 2097800381, 2095967341, 2094975419, 2095811127, 465921195, 2097254289, 2084445772, 2093828443, 2063180564, 2031414209, 2093828408, 2085354434, 1370047789, 2086411530, 2031987807, 2086396366, 2046047884, 1898044638, 2086398530, 1388632947, 441491828, 2063681659, 2076779748, 1984836305, 1970973216, 1897678158, 534542079, 1898038197, 1449818182, 1964510434, 1500569811, 1456890009, 1863992140, 1403318151, 1895426424, 1810299649, 1443937011, 1358202573, 1897456654, 1831802364, 1891469546, 1954223039, 1923184888, 1454242523, 1808492017, 1459023707, 1430583016, 1499892134, 488249475, 1824090589, 1360265526, 1868918362, 1803575005, 1846489646, 1895997028, 1897428578, 1961006625, 2026224214, 2038498704, 1951069525, 1804248044, 1432968475, 436346833, 1897439735, 566521546, 1459436775, 2012726202, 1445457387, 1897685807, 467952048, 1431393883, 1833106566, 1955286780, 533259686, 1918999734, 2019573476, 553817982, 1924343459, 1336856777, 1931410909, 1385642413, 475479888, 1819703536, 65536, 1431636755, 2022151494, 1346104327, 1827600686, 2041974276, 30612793, 525122066, 31654343, 1953274089, 1953028750, 1443143188, 551816010, 1386460251, 2049512697, 1917868005, 462769331, 2010809709, 1389090775, 1853314556, 1885427474, 2021434589, 1806207854, 1947421289, 550138197, 2041799838, 1399333773, 1307256482, 1947640422, 1918081296, 1441256078, 486194136, 1954420092, 1936399142, 327089, 1961161601, 167655, 1927693793, 1388351848, 1363225672, 2051919729, 1435158305, 496370620, 1923581177, 1959028063, 1807799505, 1339420560, 293948, 1325896149, 1919597705, 1396073496, 1950100043, 1974443814, 1945316194]"
736472708,『物哀纯音』逐渐消逝的身影，彼岸之地,"物哀（もののあわれ）是日本江户时期的国学大家本居宣长所提出的文学理念。这个概念简单地说，是“真情流露”，人心接触外部世界时，触景生情，感物生情，心为之所动，有所感触，这时候自然涌出的情感，或喜悦，或愤怒，或恐惧，或悲伤，或低徊婉转，或思恋憧憬。有这样情感的人，便是懂得“物哀”的人。

（物哀第二单，钢琴居多。风格哀而不伤，像是随风摇曳，而逐渐消逝的友人的身影。）

第一单：『物哀纯音』如坠入悲伤螺旋，少女终焉

第三单：『物哀纯音』漫天飞舞的红叶，暮色黄昏

┄┅┄┅┅┄┅┅┄┅┅┄┅┅┄┅┅┅┄┅┄

世上有可以挽回的和不可挽回的事，而时间经过就是一种不可挽回的事。——村上春树

飞行这个名词，与堕落这个名词是相连接的。但越是迷恋天空的人，越会欠缺这样的认知，结果变成了死了之后也只能继续朝云端飞行。不会往地面堕落下来，等于是朝着天空坠落。——《空之境界》

什么都没有，他们本该守护的东西早就不存在了，连这种事情不知道还那么拼命，去死了。嘲笑他人必死的心愿，宛如虫豸一般将其践踏、姑息、丑陋，简直比恶魔还像恶魔。我也一样，我体内也充斥着和他们一样丑陋的东西，这就是人类，这就是人类啊！塞巴斯蒂安！——《黑执事》夏尔

随着时间的流逝痛苦会变得淡薄，然而我并不想让时间来治愈我的痛苦，就算从痛苦中逃脱，忘记一切，得到的也只是停滞，无法前进。——夏尔·凡多姆海恩

┄┅┄┅┅┄┅┅┄┅┅┄┅┅┄┅┅┅┄┅┄

追了很久很久的一部番，有一天突然迎来了结尾，然而在静下心来一口气看完的时候，心中却浮现出无法言喻的失落与不舍，像是失去了一直陪伴的友人，久久不能忘怀，不知该如何描述那份心情。我想，大家也有过这样的经历吧。

PID：9580845
","['轻音乐', '伤感', 'ACG', '伤感']","[1826307499, 537078339, 22790280, 536570730, 469883, 509106619, 33187338, 469896, 540879, 536624721, 501859, 31152753, 536623727, 591946, 523035595, 548145344, 498139, 22753344, 26562720, 529137, 4919983, 469772, 28466110, 27580982, 28466088, 864107231, 625793, 625916, 548145363, 26562732, 509106635, 536570731, 548145356, 29786290, 548145367, 864107225, 864107226, 4997238, 426881497, 548145345, 557584233, 548145362, 498022, 27853630, 454231903, 501829, 1832694760, 30854798, 537077771, 722941, 467394557, 536622615, 489970558, 548145364, 26247590, 548145376, 26247601, 41650261, 509098786, 557583248, 548145360, 31053278, 484058467, 484056488, 31356176, 31356171, 536057, 636692, 591936, 22731740, 35270642, 30798070, 31053644, 1393984351, 31587904, 591071, 508778, 509098809, 508797, 27580990, 536623724, 27946874, 22790286, 724500, 504560, 469826, 29129722, 32719782, 22642337, 32046452, 498956, 498729, 35270622, 26142317, 405827, 1859874, 27580985, 28048752, 499692, 635639, 469205, 817319, 4930437, 22642371, 817283, 471942, 504351, 561691, 26142308, 33791601, 26465000, 4971479, 583253, 28910248, 540270, 29586702, 28748645, 28254848, 408328894]"
2788431035,总有一个人教会你成长 然后悄无声息的离开,"回首过往的点滴
感情就像一个沙漏
到最后握在手里的只是一缕清风
和自己早已被风吹干的泪痕

只有深爱的人才会让你笑的最甜
却也让你痛的最真
回忆固然伤感亦美好
不如把这点唯一的美好
放在心底收藏至永远
至少我还有微笑的理由

能做到悄无声息离开的人
都是有故事的人
那些悄无声息离开的人
你就别再去找了

封面来源：插画师 路边张三

By：朩朩青尘","['华语', '流行', '伤感', '伤感']","[2084398414, 2097836723, 2104959791, 1476864931, 1846047269, 1807819169, 1844708641, 1492881023, 1409003291, 1927438231, 1852267315, 65337, 1840024022, 1443838552, 1394963332, 1818581946, 1878620183, 1810300205, 1812673579, 1826944793, 1825678941, 1808492017, 1886450195, 1840474273, 551816010, 254574, 1345848098, 523251118, 1313107552, 1843981658, 1872009162, 1844449888, 1432512858, 1361818786, 29897546, 518686034, 167916, 1386921258, 435288312, 1493083969, 1358225619, 287063, 1381773905, 30987293, 1359775804, 34341289, 1355927292, 254047, 548808659, 1844448537, 25703039, 530537499, 26620756, 327096, 1326798446, 461463653, 473418654, 1809100933, 520531963, 261557, 1318880074, 208908, 169142, 210287, 209804]"
2301753292,这些往事连起来，是我暗恋你多年的秘密,"爱上你，或许从开始就注定是一场青涩卑微的暗恋。而我，只是一朵低到尘埃里的小花，既不高也不美，挤在一群爱慕你的人中间，渺小的像一粒沙子，你甚至从来也没看我一眼，可我，心甘情愿。暗恋，是一场顾影自怜，是一段空白中的独舞。

封面画师：风花式","['华语', '流行', '伤感', '伤感']","[2084398414, 2104959791, 1476864931, 25906124, 86943, 189238, 308353, 483671599, 28059417, 94714, 171061, 28138170, 1983706291, 28191532, 308299, 255589, 26353080, 142864, 28892111, 176053, 1444186157, 1380075991, 1481929839, 1488329606, 1391891631, 64634, 1459261755, 32192436, 165377, 64274, 1459950258, 1924245718, 1358848433, 1873029740, 480470935, 1401267982, 1294889112, 254513, 189986, 118261, 2008302134, 31546888, 240147, 1331819951, 1323301262, 25642125, 490595154, 256671, 25729605, 209397, 421423806, 408814900, 254191, 1363959080, 441491828, 1294899029, 1409535406, 1325897785, 1398663411, 40249713, 190452, 287287, 1383876635, 528272229, 489302317, 176066, 434550872, 553755659, 1430583016, 509108323, 1394153828, 35625825, 1467971543, 536483221, 1301572067, 65601, 340368, 255858, 1808492017, 1836033745, 276995, 519291186, 247518, 223972, 28695603, 186738, 185800, 26902929, 300136, 326753, 29357087, 1351520305, 1443928242, 526652386, 208902, 502103677, 1416387774, 1353150950, 1361988914, 29759733, 1417136806, 29848614, 1426959223, 27591608, 1345820742, 108265, 1846419185, 156846, 28661071, 224086, 307057, 168768, 1918615133, 307525, 1852043547, 255907, 33166602, 1936330988, 512359308, 151606, 343065]"
8633009727,0.8x 回忆烧成灰还是等不到结尾,.撒娇是察觉到了被偏爱的可能 ，收敛是知道了自己和他不可能,"['华语', '流行', '伤感', '伤感']","[1981325867, 2086398530, 1986484124, 2063180564, 2086411530, 2031414209, 1971912738, 2031987807, 2046047884, 2085354434, 1959190717, 1984836305, 2063681659, 1990405288, 2007167465, 1897678158, 1982658883, 1897439735, 2007166579, 1897685807, 1895426424, 1990086349, 1897428578, 1955029903, 1819703536, 2012726202, 1999699146, 1959207292, 1499892134, 1947026627, 1969804979, 2034650097, 1454242523, 1956724806, 1972008463, 1824090589, 1951466002, 1993916268, 1939409274, 1833106566, 1929494011, 1898038197, 1923167380, 1929311293, 1918286448, 2038498704, 2002128748, 1804248044, 1868918362, 2007166580, 2014629255, 1898044638, 1955289158, 1951843000, 1895997028, 2009191347, 2009573690, 1979318019, 1897456654, 1930300917, 1958079544, 1991894808, 1964510434, 1958119516, 1443937011, 1986129639, 1962023567, 1990744019, 1971708235, 1955393983, 1956168505, 1930605629, 1952870374, 1923189506, 1917852233, 1928900468, 1954153854, 1936250153, 1958772544, 1958137565, 1952233909, 1949856389, 1960300439, 1953915376, 1986771025, 1969251786, 1973028472, 1994566059, 865632948, 1991698852, 1956852473, 1983501304, 1972418609, 1959217061, 1984536868, 1974050776, 1961161592, 1953776673, 1955424159, 1986400021, 1987313041, 1970579780, 1955411936, 1961751761, 1990653893, 1971457544, 1957318887, 1943193084, 1984532098, 1959028063, 1953028750, 1984325944, 1972032024, 1918999734, 1917868005, 1954200620, 1985359029, 1924883994, 1939859775, 1947421289, 1957342072, 1952190834, 1959152626, 1947368085, 1956777257, 1926873649, 1929710352, 1956256140, 1927475268, 1937212415, 1960185159, 1925574040, 1947444886, 1955892519, 1925500681, 1975617587, 1958121913, 1944123716, 1933594385, 1938876903, 1971444527, 1927963832, 1927934815, 1925560390, 1919009414, 1968025104, 1971085904, 1952287413, 1971516226, 1970560572, 1960622986, 1966463160, 1970938048, 1971546578, 1969524000, 1961642944, 1929754910, 1953318319, 1935408820, 1973694058, 1939633377, 1938862336, 1925262041, 1956161771, 1952923251, 1972642758, 1970973216, 1955286780, 1960718057, 1957883626, 1931410909, 1960557746, 1971942782, 1880551389, 1957344271, 1958856851, 1984618685, 1957560926, 1961006625, 1961032753, 1936835241, 1956151856, 1945417412, 1961175419, 1946063168, 1941804761, 1948237753, 1953274089, 1948007389, 1962438244, 1926259611, 1941362417, 1939685534, 1954500571, 1947780316, 1955613321, 1947640422, 1957211405, 1958405457, 1974220757, 1968270354, 1955039633, 1955029675, 1944802405, 1963213974, 1973058747, 1955028561, 1950070505, 1961174794, 1970539602, 1927049477, 1955223133, 2052988645, 1971490891, 1954223039, 1956171974, 1946234096, 2016323659, 1972445487, 1960170435, 1895330088, 2019351846, 1993517689, 1971651539, 2053697901, 2020290667, 1959303514, 1959225989, 1968429904, 1955423798, 2032012479, 2034233348, 1966212898, 2069188612, 1942160436, 2066192497, 2066627707, 1963379068, 2042914953, 1958837137, 1996312116, 2024263244, 1908016056, 1952535032, 2011905070, 2016500441, 1938733034, 2019185527, 1955680800, 1909326368, 1910475145, 1939979967, 1950821146, 2018288933, 2013400554, 1949423188, 1994844531, 2011340913, 1942334136, 1989729777, 2013779789, 1970338296, 1926289689, 1974228177, 1970659836, 1980295875, 1956278686, 1990102790, 2000609564, 1954924353, 1957492947, 2013091967, 1955464015, 2056611662, 1961161601, 1975753397, 1942845694, 1958755556, 1951559963, 1959234814, 1952086849, 1958745079, 1970324585, 1955204537, 1958934349]"
