歌名,歌手,曲风,推荐标签,语种,BPM,乐评
ｑｕｉｅｔｎｅｓｓ,die for love、,,,纯音乐,86,
the loser,zach farache、,电子-缓拍、,动感、慵懒、放松、,英语,62,
倾慕,张子薇、,民谣-华语民谣、,悲伤、可爱、快乐、孤独、,国语,72,
Is it too much to ask for?,Mr.Z、Shiloh Dynasty、,另类/独立、流行、,抒情、悲伤、抑郁、快乐、,华语,106,
回家 (萨克斯独奏),范圣琦、,流行-器乐流行、,爱情、浪漫、,纯音乐,82,
She's So Evil,Kayou.、Zaini、Coldillumination、,嘻哈说唱-驰放嘻哈、,动感、爱情、慵懒、浪漫、活力、放松、,英语,59,
Patience,TRA$H、,嘻哈说唱-低保真嘻哈、,悲伤、平静、慵懒、放松、,纯音乐,72,
Goodnight (feat. Ivri),ondi vil、ivri、,另类/独立、电子、,抒情、悲伤、抑郁、爱情、思念、慵懒、浪漫、放松、孤独、冥想、,英语,120,
fly,vietra、,另类/独立-独立流行、,,英语,69,
Nothing,Yuu、,,动感、放松、,纯音乐,65,
悲怆奏鸣曲,Ludwig van Beethoven、,古典-古典主义音乐、,平静、放松、,纯音乐,100,
Merry Go 'Round,Kacey Musgraves、,乡村-当代乡村乐、,慵懒、放松、咖啡厅、,英语,86,
Body Like A Back Road,Sam Hunt、,乡村、,,英语,100,
This Kiss,Faith Hill、,摇滚-流行摇滚、,爱情、浪漫、,英语,,
Man! I Feel Like A Woman!,Shania Twain、,乡村、,清新、放松、,英语,126,
Take Your Time,Sam Hunt、,流行、,热血、动感、活力、,英语,,
Blue Ain't Your Color,Keith Urban、,乡村、流行、,动感、慵懒、放松、,英语,110,
9 To 5,Dolly Parton、,乡村-乡村流行、,快乐、放松、,英语,130,
Carolina In My Mind,James Taylor、,乡村、,抒情、悲伤、放松、,英语,,
Heart of Gold,Neil Young、,摇滚-民谣摇滚、,热血、抒情、动感、放松、,英语,85,
Father And Son,Yusuf / Cat Stevens、,流行-成⼈时代、,KTV、抒情、悲伤、,英语,139,
Speechless,Dan + Shay、,流行-欧美流行、,抒情、动感、悲伤、爱情、思念、活力、婚礼、酒吧、,英语,67,
Rainbow,Kacey Musgraves、,乡村-当代乡村乐、,抒情、悲伤、快乐、爱情、思念、浪漫、放松、孤独、家务、,英语,65,
Why Not Me,The Judds、,乡村、,动感、活力、,英语,,
Highway Don't Care,Tim McGraw、Taylor Swift、Keith Urban、,乡村-乡村摇滚、,热血、抒情、动感、,英语,78,
It's Five O'Clock Somewhere,Alan Jackson、,乡村、,抒情、悲伤、,英语,,
"10,000 Hours",Dan + Shay、Justin Bieber、,乡村-乡村流行、流行-欧美流行、,甜蜜、快乐、爱情、浪漫、放松、婚礼、酒吧、轻快、,英语,89,
Whatcha Reckon,Josh Turner、,乡村-当代乡村乐、,热血、抒情、动感、,英语,119,
I Fall To Pieces,Patsy Cline、,乡村、,放松、冥想、慵懒、,英语,,
Whiskey Glasses,Morgan Wallen、,乡村、,热血、抒情、动感、放松、,英语,149,
Country Nation,Brad Paisley、,乡村-乡村流行、,抒情、悲伤、,英语,89,
Why Don't We Just Dance,Josh Turner、,乡村-当代乡村乐、,放松、,英语,122,
Fix a Drink,Chris Janson、,乡村、,旅游、活力、动感、快乐、,英语,78,
Carrying Your Love With Me,George Strait、,乡村、,抒情、悲伤、KTV、婚礼、,英语,,
You Don't Mess Around with Jim,Jim Croce、,摇滚、民谣、,动感、放松、,英语,166,
Pickup Man,Joe Diffie、,乡村、,,英语,,
She's In Love With The Boy (Single Version),Trisha Yearwood、,乡村、,KTV、抒情、放松、,英语,,
"Heads Carolina, Tails California",Jo Dee Messina、,流行-欧美流行、,热血、动感、KTV、,英语,,
The Good Stuff,Kenny Chesney、,乡村、,热血、抒情、,英语,71,
When You Say Nothing at All,Keith Whitley、,乡村-当代乡村乐、,抒情、放松、咖啡厅、,英语,80,
Hurricane,Luke Combs、,乡村-乡村流行、,热血、抒情、动感、悲伤、活力、,英语,75,
Should've Been A Cowboy,Toby Keith、,乡村、,热血、抒情、动感、,英语,136,
Wonderful Tonight,Eric Clapton、,摇滚-软摇滚、原声带-电视剧原声、,抒情、悲伤、爱情、慵懒、放松、KTV、咖啡厅、婚礼、,英语,94,
"I Like It, I Love It",Tim McGraw、,乡村、,,英语,,
Rhinestone Cowboy,Glen Campbell、,乡村、,热血、抒情、动感、放松、KTV、旅游、,英语,114,
Die A Happy Man,Thomas Rhett、,流行-欧美流行、,抒情、悲伤、放松、婚礼、,英语,82,
Cruise,Florida Georgia Line、,乡村-乡村流行、,热血、动感、放松、治愈、,英语,74,
Strawberry Wine,Deana Carter、,乡村-当代乡村乐、,抒情、悲伤、KTV、,英语,122,
Wanted,Hunter Hayes、,乡村、,抒情、悲伤、放松、KTV、婚礼、,英语,84,
Ain't Nothing 'Bout You,Brooks & Dunn、,乡村、流行、,,英语,,
God Gave Me You,Blake Shelton、,乡村、,,英语,155,
"Night Life (Live April 1978; Harrah's, Lake Tahoe, NV)",Willie Nelson、,流行、,,,,
Before He Cheats,Carrie Underwood、,流行、,抒情、悲伤、,英语,,
"Luckenbach, Texas (Back To The Basics Of Love)",Waylon Jennings、,乡村-前卫乡村、,,英语,,
I Hope (feat. Charlie Puth),Gabby Barrett、Charlie Puth、,乡村、流行-欧美流行、,热血、抒情、动感、爱情、活力、,英语,74,
What Ifs,Kane Brown、Lauren Alaina、,乡村、流行、,热血、动感、,英语,125,
Cowboy Take Me Away (Album Version),The Chicks、,乡村-当代乡村乐、流行、,放松、,英语,168,
Don't Give Up on Us,David Soul、,流行、,,英语,,
My Heart Is Lost to You (Remix),Brooks & Dunn、,乡村、,,英语,,
Killin' Time,Clint Black、,乡村、,动感、,英语,122,
American Kids,Kenny Chesney、,民谣、,清新、动感、放松、,英语,85,
Watching You,Rodney Atkins、,摇滚、,,,,
Islands In The Stream,Dolly Parton、Kenny Rogers、,乡村-乡村流行、流行、,爱情、浪漫、,英语,101,
Just Got Started Lovin' You (Album Version),James Otto、,乡村-当代乡村乐、,热血、动感、KTV、,英语,98,
Burnin' It Down,Jason Aldean、,流行-欧美流行、,抒情、动感、旅游、,英语,136,
Amazed,Lonestar、,摇滚、乡村、流行、,抒情、悲伤、KTV、婚礼、,英语,69,
Check Yes Or No,George Strait、,乡村-当代乡村乐、,抒情、动感、悲伤、KTV、,英语,111,
What My World Spins Around,Jordan Davis、,乡村、,热血、动感、快乐、爱情、活力、放松、旅游、,英语,125,
Ventura Highway,America、,流行、,,英语,,
Dust In The Wind,Kansas、,民谣、,抒情、KTV、放松、治愈、,英语,93,
A Message in a Bottle,Hang Drum Beach Meditation、,新世纪-冥想音乐、,平静、放松、冥想、,英语,103,
After the Rain,Wolfgang Ohmer、,新世纪-冥想音乐、,抒情、放松、,英语,96,
Ambient Hang Meditaiton,Tantric Music Masters、,世界音乐、新世纪、,平静、放松、冥想、,纯音乐,115,
Ant Sandwich,Hang Playing Hedge Monkeys、,轻音乐、,,英语,114,
As It Is Once Again,Hang Drum Massive、,流行、,可爱、快乐、放松、,英语,75,
At Last,Hang Massive、,,冥想、放松、,纯音乐,96,
Awakening from the View,Hang Drum Massive、,流行-器乐流行、,放松、,英语,,
Baptism at Sea,Sergio Huerta、,新世纪-冥想音乐、,放松、冥想、,纯音乐,96,
C# Pygmy,Yatao、Malte Marten、,世界音乐、,放松、,英语,143,
Coming Home,Nadayana、,新世纪、,冥想、放松、平静、,纯音乐,143,
Common Measure,Wolfgang Ohmer、,新世纪-冥想音乐、,活力、动感、,纯音乐,90,
Destroy Subconscious Blockages and Fear (Hang Drum Session),Pure Meditation、,流行、,放松、可爱、快乐、,英语,,
Dhyana,Hang Drum Player、,新世纪-冥想音乐、,冥想、放松、,英语,101,
Dragonfly in D Minor,Johnny Glover、,流行、,冥想、,英语,,
Dreaming a Waltz,Sergio Huerta、,新世纪-冥想音乐、,平静、放松、冥想、,纯音乐,112,
Echoes (feat. Nancy Grzeszak),Jeremy Arndt、Nancy Grzeszak、,世界音乐、,悲伤、孤独、,纯音乐,136,
End of Sky,Hang Massive、,世界音乐、,动感、放松、冥想、,英语,70,
Equinox,Wolfgang Ohmer、,新世纪-冥想音乐、,抒情、放松、,纯音乐,131,
Final Day,Jeremy Arndt、,世界音乐、,冥想、动感、,纯音乐,120,
First Flowers,Sergio Huerta、,新世纪-冥想音乐、,冥想、放松、,纯音乐,110,
Forest Hymn,Relaxing Hang Drum、,新世纪-冥想音乐、,平静、放松、冥想、,英语,157,
Free Time,Sergio Huerta、,新世纪-冥想音乐、,放松、冥想、,纯音乐,112,
G Minor,Yatao、Malte Marten、,世界音乐、,放松、冥想、,纯音乐,122,
Golden Mutant,Kabeção、,世界音乐、,放松、冥想、,纯音乐,120,
Great Bliss,Tantric Music Masters、,世界音乐、新世纪、,平静、放松、冥想、,纯音乐,81,
Handpan Deep Meditation,Hang Drum Player、,新世纪-冥想音乐、,放松、冥想、,英语,113,
Hang Drum Lullaby,Soothing Chill Out For Insomnia、,新世纪、,冥想、放松、,纯音乐,152,
Hang Drum: Peaceful Sounds,Hang Drum Sound Collectors、,,冥想、,纯音乐,124,
Hang Drum: Vibrations,Hang Drum Sound Collectors、,,放松、冥想、,纯音乐,87,
Harmony & Balance,Hang Drum Pro、Sounds Effects Academy、,新世纪-冥想音乐、,冥想、放松、平静、,纯音乐,141,
Heartrise,Nadayana、,新世纪、,冥想、放松、平静、,纯音乐,113,
Iki,Selahattin Anar、,世界音乐、,冥想、平静、放松、,纯音乐,161,
Increasing Obviousness,Hang Massive、,世界音乐、,放松、,英语,102,
Intro (Live),Hang Massive、,世界音乐、,冥想、放松、,英语,188,
Island Time,Jeremy Arndt、,世界音乐、,放松、冥想、,纯音乐,123,
Joyful Time,Hang Drum Pro、Meditation Music Zone、,新世纪-冥想音乐、,冥想、平静、放松、,纯音乐,123,
Kapilingua,Rainer Rabus & Friends、,世界音乐、,平静、放松、冥想、,英语,,
La Vie Est Belle,Hang Drum Massive、,轻音乐、,冥想、放松、平静、感人、抒情、,英语,,
Lama Wisdom,Tibetan Hang Drum、,新世纪-冥想音乐、,冥想、放松、,英语,,
Land of Cole,Kabeção、,世界音乐、,放松、冥想、,纯音乐,113,
Las Campanas,Wolfgang Ohmer、,新世纪-冥想音乐、,孤独、悲伤、放松、,纯音乐,121,
Living Deep in the Himalayas,Meditation Music Zone、,世界音乐、新世纪、,冥想、放松、平静、,纯音乐,111,
Luminous Emptiness,Hang Drum Massive、,流行、,冥想、放松、平静、,英语,,
Meditation About Mother Earth,Sergio Huerta、,新世纪-冥想音乐、,平静、放松、冥想、,纯音乐,161,
Messier Objects,瑜珈精选音乐、Yoga Featured Music、เพลงโยคะ、,另类/独立、轻音乐、,悲伤、抑郁、放松、冥想、,纯音乐,136,
Mindfulness Meditation,432 Hz Deep Healing、,新世纪、,可爱、快乐、放松、冥想、,英语,,
Nostalgia,Hang Drum Player、,新世纪、,梦幻、放松、冥想、动感、,英语,126,
On the Mountain,Sergio Huerta、,新世纪-冥想音乐、,咖啡厅、放松、平静、,纯音乐,113,
Past,比格猫思、,,,,,
Relaxing Dream,Handpan Mystic Flow、,电子、新世纪、,平静、放松、冥想、,英语,74,
Sing with the Birds,Relaxing Hang Drum、,新世纪-冥想音乐、,平静、放松、冥想、,英语,136,
Song of the Morning,Jeremy Arndt、,世界音乐、,悲伤、放松、孤独、,纯音乐,167,
Soothe,Hang Drum Player、,新世纪-冥想音乐、,冥想、放松、平静、,纯音乐,75,
Spirit of the Forest,Relaxing Hang Drum、,新世纪-冥想音乐、,冥想、,英语,131,
Spring Storm,Sergio Huerta、,新世纪-冥想音乐、,平静、放松、冥想、,纯音乐,101,
Sriramachakra,Hang Drum Player、,轻音乐、,冥想、动感、放松、,英语,107,
Summer Breeze,Nadayana、,新世纪、,冥想、放松、,纯音乐,161,
Summer Rain & Hang Drum Music,Hang Drum Pro、,新世纪-冥想音乐、,冥想、平静、放松、,纯音乐,120,
Summer Tones,Hang Drum Player、,新世纪-冥想音乐、,平静、梦幻、放松、冥想、,英语,113,
Sun Walk,Johnny Glover、,,平静、搞笑、放松、冥想、,英语,,
Sweeping Leaves,Johnny Glover、,世界音乐、,冥想、放松、平静、,英语,,
Sweeping Leaves (Loch Ryan) [Live],Johnny Glover、,流行、,放松、,英语,,
The Cobbler,Johnny Glover、,流行-器乐流行、,平静、放松、,英语,,
The Cobbler Returns,Johnny Glover、,轻音乐、,平静、放松、冥想、,英语,,
The Secret Kissing of the Sun and Moon,Hang Massive、,世界音乐、,平静、放松、冥想、,英语,112,
The Serenity of the Valley,Sergio Huerta、,新世纪-冥想音乐、,抒情、,纯音乐,129,
Thingless Things,Hang Drum Massive、,流行、,放松、平静、,英语,,
Thingless Things,Hang Massive、,轻音乐、新世纪、,冥想、放松、平静、,纯音乐,,
Tree of Life,Hang Drum Solo、,新世纪-冥想音乐、,平静、放松、冥想、,英语,,
Under the Blue Sky,Hang Drum Pro、,新世纪-冥想音乐、,平静、放松、冥想、,,100,
Vipassana / Liberating Insight,Hang Drum Player、,新世纪-冥想音乐、,抒情、动感、活力、,英语,119,
Watersteps,Nadayana、,新世纪、,平静、放松、冥想、,,152,
Wipe out All Negativity Energy (Hang Drum Session),Pure Meditation、,流行、,平静、放松、,英语,,
Wonderland,Wolfgang Ohmer、,新世纪-冥想音乐、,平静、放松、,英语,,
大鱼（手碟版）,苏牧哲、,轻音乐、,平静、放松、冥想、,纯音乐,66,
廢墟,Ferenc Hegedus、,,放松、冥想、,纯音乐,101,
光（手碟）,HAnks、,轻音乐、,平静、放松、冥想、,,132,
空谷,苏牧哲、,轻音乐、,平静、放松、可爱、快乐、,纯音乐,127,
奇妙能力锅,比格猫思、,流行-华语流行、,平静、放松、冥想、,,,
千与千寻（手碟版）,苏牧哲、,二次元、,放松、冥想、,纯音乐,,
Sunny Afternoon,Benny Sings、,流行、,放松、快乐、慵懒、,英语,101,
Lover,Taylor Swift、,乡村-另类乡村、流行-欧美流行、民谣-独立民谣、,甜蜜、热血、抒情、动感、幸福、快乐、爱情、浪漫、活力、放松、憧憬、治愈、咖啡厅、婚礼、轻快、洒脱、感人、通勤、,英语,68,
Last Night,Arooj Aftab、,世界音乐、,爱情、,英语,122,
For Lovers,Peter Doherty、,摇滚、,热血、动感、放松、,英语,93,
Everything Is Everything,Phoenix、,摇滚、,动感、,英语,110,
Sugar for the Pill,Slowdive、,摇滚-盯鞋摇滚、,动感、悲伤、梦幻、爱情、慵懒、浪漫、活力、放松、孤独、有氧、家务、,英语,97,
Love On The Brain,Rihanna、,节奏布鲁斯-灵魂乐、,抒情、动感、幸福、悲伤、梦幻、快乐、爱情、放松、KTV、旅游、,英语,172,
Happy Now,Kali Uchis、,节奏布鲁斯、,慵懒、放松、,英语,125,
Light From A Dead Star,Lush、,摇滚、另类/独立、,梦幻、放松、,英语,110,
Perfect,Ed Sheeran、,流行-欧美流行、流行-成⼈时代、,抒情、动感、幸福、悲伤、快乐、爱情、慵懒、浪漫、苦情、放松、咖啡厅、婚礼、酒吧、,英语,63,
1234,Feist、,另类/独立-另类流行、,清新、放松、婚礼、酒吧、,英语,109,
midnight sun,Nilüfer Yanya、,另类/独立、,,英语,142,
Once,Parcels、,另类/独立、,放松、冥想、,英语,109,
Deep Water,Portishead、,电子、,悲伤、慵懒、放松、,英语,90,
Thank You for Hearing Me,Sinéad O'Connor、,摇滚、流行、,动感、放松、,英语,78,
Hey Joe,Charlotte Gainsbourg、,摇滚、,动感、放松、,英语,,
Say You Love Me,Jessie Ware、,节奏布鲁斯、流行、,爱情、浪漫、放松、,英语,86,
Silently,Blonde Redhead、,摇滚、另类/独立、,爱情、浪漫、,英语,119,
Best Day of My Life,American Authors、,另类/独立、,KTV、正能量、极限运动、,英语,100,
Love Someone,Lukas Graham、,流行、,清新、爱情、放松、婚礼、散步、,英语,85,
My Favourite Room,Blossoms、,摇滚、另类/独立、,抒情、放松、KTV、,英语,,
"Never, Never Gonna Give You Up",Cake、,摇滚、,快乐、放松、,,,
Wrecking Ball,Emmylou Harris、,乡村、,爱情、浪漫、,英语,,
Albion,Babyshambles、,摇滚、,热血、抒情、动感、慵懒、放松、,英语,88,
Same Old Love,Selena Gomez、,流行-欧美流行、,动感、可爱、快乐、愤怒、KTV、酒吧、极限运动、,英语,97,
Halo,Beyoncé、,流行-欧美流行、,热血、动感、悲伤、爱情、活力、放松、KTV、正能量、极限运动、举铁、,英语,80,
Skinny Love,Birdy、,流行-欧美流行、,悲伤、放松、孤独、,英语,84,
Out Of Love,Alessia Cara、,流行-欧美流行、,抒情、悲伤、慵懒、放松、,英语,117,
Wish You The Best,Lewis Capaldi、,另类/独立、,动感、悲伤、活力、放松、,英语,107,
Angel Baby,Troye Sivan、,流行-欧美流行、,热血、抒情、动感、快乐、爱情、浪漫、活力、放松、,英语,72,
Something to Someone,Dermot Kennedy、,流行、,活力、动感、,英语,146,
Satellite,Harry Styles、,另类/独立-独立流行、流行、,动感、放松、浪漫、爱情、,英语,69,
Lifetime,Justin Bieber、,流行-欧美流行、,抒情、清新、平静、爱情、思念、放松、憧憬、治愈、正能量、,英语,90,
Eat Your Young,Hozier、,节奏布鲁斯、另类/独立、流行-欧美流行、,动感、快乐、放松、旅游、,英语,89,
Feels Like,Gracie Abrams、,流行、,梦幻、慵懒、放松、,英语,72,
Shape of You,Ed Sheeran、,流行-欧美流行、,酒吧、,英语,95,
Just Friends,Audrey Mika、,流行-欧美流行、,动感、,英语,115,
Call Me Maybe,Carly Rae Jepsen、,流行-欧美流行、,快乐、放松、轻快、极限运动、,英语,120,
Payphone,Maroon 5、Wiz Khalifa、,流行-欧美流行、,热血、抒情、清新、动感、快乐、爱情、思念、放松、酒吧、轻快、激烈、极限运动、举铁、有氧、,英语,109,
Too Good,Arlo Parks、,节奏布鲁斯、另类/独立、流行、,动感、快乐、活力、,英语,97,
New Light,John Mayer、,电子-迪斯科、蓝调、,动感、快乐、慵懒、放松、极限运动、有氧、,英语,123,
"Relax, Take It Easy",MIKA、,流行-欧美流行、,热血、动感、快乐、活力、放松、KTV、夜店、轻快、正能量、极限运动、,英语,121,
Souvenir,boygenius、Julien Baker、Phoebe Bridgers、Lucy Dacus、,民谣-独立民谣、,清新、悲伤、放松、,英语,110,
Vacation,harrisonwheeler、,流行-欧美流行、,幸福、快乐、婚礼、,英语,112,
Happy,MOCCA、,另类/独立-独立流行、,清新、动感、可爱、快乐、慵懒、放松、婚礼、,英语,158,
Sunny Day,Joy Williams、,流行-欧美流行、,甜蜜、清新、可爱、快乐、爱情、慵懒、放松、婚礼、轻快、正能量、,英语,129,
Big Bad World,The Real Group、,节奏布鲁斯-当代节奏布鲁斯、,清新、快乐、放松、咖啡厅、,英语,96,
Stay Here Forever,Jewel、,乡村、,甜蜜、热血、抒情、清新、动感、快乐、爱情、思念、慵懒、浪漫、放松、治愈、KTV、婚礼、轻快、正能量、,英语,87,
Savage Love,Jason Derulo、RAVENS、The Bboy Hoppers、Kikku Pro Uganda、,电子-电子流行、,快乐、,英语,150,
Everybody,Ingrid Michaelson、,流行-欧美流行、,甜蜜、抒情、清新、快乐、爱情、思念、放松、KTV、咖啡厅、婚礼、轻快、正能量、极限运动、,英语,94,
Reality,Lost Frequencies、Janieck、,电子-热带浩室舞曲、,,英语,121,
Treasure,Bruno Mars、,节奏布鲁斯-放克、流行-欧美流行、,甜蜜、热血、动感、快乐、爱情、慵懒、放松、酒吧、轻快、极限运动、,英语,115,
Let's Stay Together,Al Green、,节奏布鲁斯-灵魂乐、,爱情、慵懒、浪漫、放松、咖啡厅、酒吧、舞会、,英语,101,
Friday I'm In Love,The Cure、,摇滚-英伦摇滚、原声带-电影原声、,动感、快乐、爱情、浪漫、放松、治愈、婚礼、轻快、,英语,136,
I'm Yours,Jason Mraz、,流行-欧美流行、,放松、,英语,150,
Drama,Hannie、HICARI、Isaiah Dreads、,电子-电子流行、,快乐、,英语,103,
Anti-Hero,Taylor Swift、,流行-欧美流行、,抒情、动感、梦幻、快乐、活力、放松、正直、轻快、正能量、大气、,英语,96,
Good Time,Owl City、Carly Rae Jepsen、,电子-电子流行、流行-欧美流行、,,英语,125,
I Like Me Better,Lauv、,流行-欧美流行、,抒情、动感、悲伤、快乐、爱情、思念、慵懒、活力、放松、酒吧、轻快、遗憾、,英语,92,
River of Gold,Daniela Andrade、,民谣-流行民谣、,悲伤、爱情、浪漫、放松、咖啡厅、,英语,129,
Weather,Novo Amor、,民谣-独立民谣、,抒情、悲伤、平静、思念、放松、孤独、遗憾、,英语,72,
Break the Cycle,You+Me、,民谣、,抒情、悲伤、慵懒、放松、治愈、学习、正能量、,英语,84,
Scars To Your Beautiful,Alessia Cara、,流行-欧美流行、,热血、动感、,英语,96,
感觉,梦飞船、,节奏布鲁斯-当代节奏布鲁斯、,爱情、慵懒、浪漫、放松、,国语,85,
黑白画映,张学友、,节奏布鲁斯、,抒情、动感、爱情、浪漫、,国语,89,
7-11 的爱恋,梦飞船、,节奏布鲁斯、,抒情、放松、,国语,70,
刀马旦,李玟、周杰伦、,流行-华语流行、,抒情、,国语,148,
秋,周迅、,流行-华语流行、,清新、放松、,国语,89,
我是一只鱼,落日飞车、,另类/独立-独立流行、,抒情、悲伤、爱情、浪漫、苦情、孤独、,国语,81,
拥抱,五月天、,流行、,抒情、爱情、浪漫、KTV、,国语,64,
醒不来,王菲、,流行-华语流行、,抒情、思念、,国语,141,
一个人,杨乃文、,流行-华语流行、,热血、动感、放松、KTV、,国语,120,
再见以前先说再见,陶喆、,节奏布鲁斯-当代节奏布鲁斯、,抒情、爱情、放松、洒脱、,国语,86,
窗外,戴佩妮、,流行-华语流行、,,国语,89,
她说,林俊杰、,原声带-电影原声、流行-华语流行、,抒情、悲伤、爱情、遗憾、感人、,国语,84,
陪你度过漫长岁月,陈奕迅、,原声带-电影原声、流行、,抒情、悲伤、思念、KTV、,国语,149,
我的幸福刚刚好,那英、,流行、,抒情、放松、治愈、KTV、散步、,国语,76,
拆信,莫文蔚、,流行-华语流行、,抒情、思念、,国语,59,
当你,王心凌、,流行-华语流行、,抒情、,国语,68,
追光者,岑宁儿、,流行-华语流行、,抒情、悲伤、KTV、,国语,71,
一生守候,王若琳、,流行-华语流行、,抒情、悲伤、爱情、思念、放松、孤独、KTV、咖啡厅、婚礼、,国语,75,
暖暖,梁静茹、,原声带-电视剧原声、流行-华语流行、,抒情、思念、KTV、,国语,103,
Beautiful Love,蔡健雅、,流行-华语流行、,,国语,72,
守候,那英、,流行-华语流行、,抒情、悲伤、,国语,83,
没那么简单,黄小琥、,流行-华语流行、,抒情、悲伤、思念、,国语,101,
暧昧,薛之谦、,流行-华语流行、,抒情、动感、悲伤、爱情、思念、苦情、孤独、酒吧、,国语,99,
夜空中最亮的星,逃跑计划、,摇滚-流行摇滚、,热血、抒情、动感、悲伤、快乐、爱情、思念、孤独、KTV、酒吧、轻快、正能量、,国语,108,
有可能的夜晚,曾轶可、,流行-华语流行、民谣、,抒情、,国语,92,
诗人的情人,方大同、,节奏布鲁斯、流行、,动感、爱情、浪漫、放松、,国语,66,
给你,陈奕迅、,流行-华语流行、,热血、抒情、动感、悲伤、苦情、孤独、,国语,80,
适合相爱的时辰,许茹芸、,流行、,抒情、悲伤、,华语,65,
顺其自然,黄小琥、,流行-华语流行、,抒情、悲伤、孤独、,国语,65,
贫穷或富有,李荣浩、,流行-华语流行、,抒情、悲伤、孤独、,国语,120,
有你的快乐,王若琳、,节奏布鲁斯、,,国语,112,
山水之间,许嵩、,国风-国风流行、,抒情、动感、爱情、活力、放松、治愈、学习、,国语,82,
雨天,孙燕姿、,流行-华语流行、,抒情、悲伤、,国语,115,
一样的月光,徐佳莹、,流行-华语流行、,抒情、,国语,68,
爱在,方大同、,节奏布鲁斯-当代节奏布鲁斯、流行、,爱情、浪漫、,国语,88,
原谅不美好,郁可唯、,流行-华语流行、,抒情、放松、,国语,76,
温柔,梁静茹、,流行-华语流行、,抒情、,国语,69,
只为美好,张杰、,流行、,抒情、,国语,65,
情书,张学友、,流行-华语流行、,抒情、悲伤、爱情、思念、苦情、孤独、KTV、旅游、,国语,102,
挚友,周兴哲、,流行-华语流行、,抒情、悲伤、抑郁、爱情、思念、浪漫、苦情、孤独、友情、遗憾、感人、,国语,69,
我很快乐,刘惜君、,流行-华语流行、,抒情、,国语,60,
蝴蝶,吴虹飞&幸福大街、,流行、,动感、放松、,国语,,
没有头,伍佰 & China Blue、,流行、,,国语,,
我要我们在一起,范晓萱、,流行-华语流行、,抒情、悲伤、放松、治愈、酒吧、,国语,91,
香水,谢霆锋、,流行、,抒情、悲伤、爱情、孤独、KTV、,国语,73,
夏夜晚风,伍佰 & China Blue、,流行-华语流行、,悲伤、平静、爱情、浪漫、放松、酒吧、散步、,国语,106,
拥挤的城市还开着灯,缓缓 Huan Huan、,流行、民谣-华语民谣、,慵懒、放松、,国语,96,
原谅,张玉华、,流行-华语流行、,,国语,77,
再回首,郝蕾、,民谣-华语民谣、,抒情、思念、,国语,98,
最重要的决定,范玮琪、,流行-华语流行、,抒情、KTV、,国语,71,
捉迷藏,橙草、,摇滚、,悲伤、孤独、酒吧、,国语,,
温柔,五月天、,摇滚-流行摇滚、流行、,热血、抒情、清新、动感、幸福、悲伤、平静、可爱、快乐、爱情、思念、慵懒、浪漫、活力、放松、憧憬、治愈、酒吧、轻快、洒脱、正能量、遗憾、感人、,国语,73,
最近好吗,张韶涵、,流行、,悲伤、孤独、,国语,68,
最想你的,王心凌、,流行-华语流行、,甜蜜、抒情、动感、快乐、爱情、放松、治愈、轻快、,国语,122,
猫,许魏洲、,流行-华语流行、,,国语,65,
给朱利安,艾怡良、,节奏布鲁斯-灵魂乐、另类/独立、流行-华语流行、,抒情、悲伤、,国语,73,
静静坐着,刘若英、,流行-华语流行、,悲伤、孤独、,国语,101,
知足,五月天、,摇滚-流行摇滚、流行、,抒情、悲伤、爱情、思念、浪漫、苦情、孤独、酒吧、,国语,80,
乘着无人光影的远行,田馥甄、,流行、,抒情、放松、治愈、KTV、,国语,82,
我最亲爱的,张惠妹、,流行-华语流行、,抒情、悲伤、孤独、,国语,71,
电梯,郁可唯、,流行-华语流行、,抒情、,国语,79,
黄昏晓,王心凌、,流行-华语流行、,抒情、,国语,59,
幸福了 然后呢,黄丽玲、,流行-华语流行、,抒情、,国语,94,
握不住的他,林俊杰、,原声带-电视剧原声、流行-华语流行、,抒情、悲伤、爱情、放松、孤独、,国语,73,
可惜不是你,梁静茹、,流行-华语流行、,抒情、悲伤、,国语,74,
比朋友多一点,刘若英、,流行-华语流行、,动感、爱情、浪漫、放松、KTV、,国语,95,
这些那些,林忆莲、,流行-华语流行、,动感、爱情、慵懒、浪漫、放松、KTV、,国语,65,
让浪漫作主,蔡健雅、,流行-华语流行、,抒情、悲伤、放松、,华语,75,
十二楼,莫文蔚、,流行-华语流行、,抒情、动感、爱情、思念、苦情、,国语,119,
偷故事的人,张惠妹、,流行-华语流行、,抒情、,国语,63,
Misty,Samara Joy、,爵士、,咖啡厅、慵懒、放松、浪漫、爱情、,英语,139,
Lovin' You,Dianne Reeves、,爵士-柔顺爵士、,清新、慵懒、放松、,英语,104,
12th Avenue,Caity Gyorgy、,爵士-人声爵士、,放松、,英语,,
Creep,Karen Souza、,爵士-融合爵士、,动感、,英语,93,
How Deep Is The Ocean,Diana Krall、,爵士-当代爵士、,放松、冥想、,英语,,
Moonlight In Vermont,Ella Fitzgerald & Louis Armstrong、Ella Fitzgerald、Buddy Rich、Herb Ellis、Oscar Peterson、Ray Brown、,爵士、,爱情、慵懒、浪漫、放松、咖啡厅、,英语,68,
